Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,stage1_passthrough,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,hash_component,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,typo_similarity,typo_min_score_used,typo_decision_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,https://dc.crsorgi.site,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,ssl_error,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://dc.crsorgi.site/ | Call log: - navigating to ""https://dc.crsorgi.site/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dc.crsorgi.site,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,https://dc.crsorgi.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://dc.crsorgi.info/ | Call log: - navigating to ""https://dc.crsorgi.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dc.crsorgi.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://tran.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.cn/ | Call log: - navigating to ""https://tran.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,tran.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://tran.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.com/ | Call log: - navigating to ""https://tran.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,tran.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://tran.census.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.info/ | Call log: - navigating to ""https://tran.census.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,tran.census.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://tran.census.co,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.co/ | Call log: - navigating to ""https://tran.census.co/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,tran.census.co,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,https://dev.crsorgi.site,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,ssl_error,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://dev.crsorgi.site/ | Call log: - navigating to ""https://dev.crsorgi.site/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dev.crsorgi.site,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,https://dev.crsorgi.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://dev.crsorgi.info/ | Call log: - navigating to ""https://dev.crsorgi.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dev.crsorgi.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatbooks.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.cn/ | Call log: - navigating to ""https://uatbooks.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatbooks.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatbooks.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.com/ | Call log: - navigating to ""https://uatbooks.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatbooks.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatbooks.census.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.info/ | Call log: - navigating to ""https://uatbooks.census.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatbooks.census.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatbooks.census.co,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.co/ | Call log: - navigating to ""https://uatbooks.census.co/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatbooks.census.co,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatdco.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.cn/ | Call log: - navigating to ""https://uatdco.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatdco.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatdco.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.com/ | Call log: - navigating to ""https://uatdco.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatdco.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatdco.census.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.info/ | Call log: - navigating to ""https://uatdco.census.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatdco.census.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://uatdco.census.co,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.co/ | Call log: - navigating to ""https://uatdco.census.co/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatdco.census.co,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://karnataka.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.cn/ | Call log: - navigating to ""https://karnataka.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,karnataka.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://karnataka.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.com/ | Call log: - navigating to ""https://karnataka.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,karnataka.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://karnataka.census.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.info/ | Call log: - navigating to ""https://karnataka.census.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,karnataka.census.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://karnataka.census.co,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.co/ | Call log: - navigating to ""https://karnataka.census.co/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,karnataka.census.co,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://maharashtra.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.cn/ | Call log: - navigating to ""https://maharashtra.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,maharashtra.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://maharashtra.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.com/ | Call log: - navigating to ""https://maharashtra.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,maharashtra.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://maharashtra.census.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.info/ | Call log: - navigating to ""https://maharashtra.census.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,maharashtra.census.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://maharashtra.census.co,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.co/ | Call log: - navigating to ""https://maharashtra.census.co/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,maharashtra.census.co,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://jharkhand.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://jharkhand.census.cn/ | Call log: - navigating to ""https://jharkhand.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jharkhand.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://jharkhand.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://jharkhand.census.com/ | Call log: - navigating to ""https://jharkhand.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jharkhand.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://jharkhand.census.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://jharkhand.census.info/ | Call log: - navigating to ""https://jharkhand.census.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jharkhand.census.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://jharkhand.census.co,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://jharkhand.census.co/ | Call log: - navigating to ""https://jharkhand.census.co/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jharkhand.census.co,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://odisha.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://odisha.census.cn/ | Call log: - navigating to ""https://odisha.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,odisha.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://odisha.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://odisha.census.com/ | Call log: - navigating to ""https://odisha.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,odisha.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
