Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors,asn,asn_org,country,region,city
State Bank of India (SBI),onlinesbi.sbi,198.54.120.13,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.085055102756477,3.085055102756477,1,1,339,Sectigo Limited,https://onlincess.com,"Tidy Manor home Lompanison Philosophi ""Genices Where Victorian Elegance Meets Modern Cleanliness Experience thoughtfully designed home care that respects both tradition and your contemporary lifestyle Our trained protessionals bring order and freshness to your living spaces Arrange a Consultation Cookie Preferences Acccot AIL Reeea Preele can brolrino ccno A Different Approach to Home Care We believe VQU Qesenjes Mo Churried cleanina Each visit thoughtfully planned carried out bv professionals who understand importance consistency attention detail; Our approach combines ""traditional values ""thoroughness with contemporary methods; creating spaces where vou feel genuinely comfortable Dependable Service Personalised Care Thoughtful Methods Reqular visits scheduled arcund vour adapotto home ? unique Environmentall considerate roducts ththe Same Attention to detas need & 'maintaining detailed notes for ~chosen for effectiveness and safety. time consisteno What Sets Our Service Apart Trained Professionals Flexible Scheduling Each member thorouoh trainingin cleaning Whethet weekly occasional deep cleaning techniques customer care; They amive prepared wvnth high-quality we work around your timetable, Change appointments when Iife supplies and a detailed| understanding ofyour preferences requires iL wvithout hassle penalt Quality Supplies Included Detailed Communication bring everything needed for thorough cleaning; Our products are maintain clear records of your preference Yany areas carefully selected ~effectiveness while being considerate of vour requiring special attention Each visit builds on the last; ensurino home environment and family- ~nothing is overlooked How We Work Together Initial Conversation We discuss your home $ specific needs; Your schedule preferences; and any paricular arcas of focus: This helps uS IstJnu Cxt support VOu First Visit Planning Before first cleaning create detailed plan tailored t0 vour home, This ensures our team arrives fully 'prepared and familiar with your requirements Regular Service Our professionals 'according t0 your agreed schedule; bringing consistency and reliability t0 your home care:; We neldiled Jner cen VIsll Ongoing Refinement feedback and adiust apptoach Voui YOUE quides continuous improvement: Built on Trust and Experience 12+ 850+ 98% Years Serving London Homes Cared For Client Retention Established in January 2013,wovo ""From apartments t0 fmily Most dionts continur with our Ebuil: lasting relationshios doveloned exnerice fenice vexafer4e235 throughoutinc dncsc 'consiston: oualry Our Service Options Each service designed with care 'meet different household needs We invite voU explore what might work well for your home: Regular Home Care Comprehensive Deep End of Tenancy Thcughtfully designed maintenance Refresh Preparation Tesidence professionals visit on a Thorough restoration fhomes requiring Specialised service for rental transitions schequle that vour lifestyle; brinaing antensi attention We dedicate extended helping ~inspectiot consistenc care t0 YoUT spaces time t0 areas often cverlaoked expectations Our checklist aligns with (ciching each methodically- standato requifements E65 per visit E180 E280 E220 E350 Hrt Mt eanrlMor in Morc Ready to Experience the Difference? Let"" $ discuss how we €an support vour home Gare needs, The conversation Is straichtlonvard antl without obliaation Simplv sharc vour details below and wc'l ctolch afrange convenientime i0 talk Get in Touch Nam Email Address Phone Number (Optional) How Wc Help? (Optionall Send Messute ""You can also rCach us Uirectly; '7834 2176 Fmail: ntoldomain con Tidy Manor Our Services Companv Leqal Polcssienal domcstic dcanina *nict Rrgular Homc Carc Hont Ptwvacy Policy bringing Vidtorian elegance t0 modern Comprelensie Deep Refresh Cortdantom Hers ol cennne 2013 End of Tcnany Prcpiration Philosophy Cookic Poliny Kensinoton Hihsteei AlI Services Contatt London *78 APT Unted Kinodom 02025 Iidy Manct Al rights reseived Hnc nlonnation @ Sunr ot Van braedonindmcjeicicuntstnet 'need Ining Pnonc:",2079.350159199736,"[[245, 244, 234], [71, 83, 90], [157, 158, 141]]",-1.0,ff54544b54846be8,-1,True,https://onlincess.com/common/assets/img/favicon.png,"(32, 32)",c5386fc732c71a38,"[[137, 191, 242], [8, 15, 23], [251, 253, 254]]",22612.0,NAMECHEAP-NET,US,,
State Bank of India (SBI),onlinesbi.sbi,31.57.219.154,26,1,False,5,1,2,0,0,0,0,0,0,0,18,1,False,0,0,0.0,0,False,False,0,False,False,False,3.614369445886756,3.614369445886756,0,0,-1,,http://online-picture.com,"sophOs Website not available The websile you requested cannot accessed, It may work i You try aqain later Rehn Io Rcuink nagn Penee Ini > Inee*Jul Aboul Uits Icuuts[ Proleclod D SophoS",294.5651545138889,"[[237, 229, 184], [7, 125, 198], [249, 249, 249]]",-1.0,b3b748cc09b333cc,-1,True,http://online-picture.com/favicon.ico,-1,,[],399486.0,VIRTUO,FR,Paris,Paris
State Bank of India (SBI),onlinesbi.sbi,,25,1,False,4,0,2,0,0,0,0,0,0,0,17,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2639334294856344,3.2639334294856344,0,0,-1,,ponlinesitet.shop,Fulkdbcr Jlc pnlinausbrep,149.67015842013888,"[[254, 254, 254], [120, 120, 120], [42, 42, 42]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],,,,,
National Informatics Centre (NIC),accounts.mgovcloud.in,172.67.205.151,22,1,False,4,0,2,0,0,0,0,0,0,0,14,0,False,0,0,0.0,0,False,False,0,False,False,False,3.3248629576173574,3.3248629576173574,1,1,56,Google Trust Services,http://voygrcloud.com,voygr Homo Products Contact oatoots Request a demo 'Combinaior Continuousty valldate and enrichyour Real-world nlace locatlon data with VOYGR Rcqunsta dctno MAPS TAG PLACES VOYGR UNDERSTANDS Backed by Comtinato WE KNOW WHATIS MISSING in Vlad Baskakov in Yarik Markov CEO Co-[oVedo cio Co-Ioun Led Product Strategy al Goagle Maps ard shlpped Bullt and Iod ML and Search enalneering teams at Iocatlon-powered rldesharing experlences from Apple;Google Veta ~powering productlon Qmmon' ~suste 0tmmons Booka call: Get in touch Contact onalanm Fenaeedesdce Maps tag places VOYGR understands them: toundersuvoygrtech Real-world place Intelllgence for Home Prlvacy pollcy Produc Herins ol Service Contact Careors Ieoc,967.1299513304676,"[[249, 251, 251], [1, 2, 2], [54, 97, 98]]",-1.0,bdcd05ba011ebb13,-1,True,https://framerusercontent.com/images/1W1epI31sSDVQMYyaI7cih2MHOI.png,"(32, 32)",e1d99624cb931dcc,"[[110, 243, 253], [3, 6, 7], [58, 130, 135]]",13335.0,CLOUDFLARENET,,,
Airtel,airtel.in,,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.4182958340544896,3.4182958340544896,0,0,-1,,agitravel.sk,Fulkdbcr Jlc batuela,122.56475694444444,"[[254, 254, 254], [51, 51, 51], [132, 132, 132]]",-1.0,83070707070f1fff,-1,False,,-1,,[],,,,,
Bank of Baroda (BoB),bobibanking.com,154.208.183.247,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.238901256602631,3.238901256602631,1,1,58,Let's Encrypt,http://bobdianzi.com,"#DEy-4ET | 24)-*135 B2KA (G4 A731007118100 B)kt2ox 412899, #zmh (GW N) X=KA (GiI Feke MK SPORTSIEI 9) 67q]820005 Qanta 5501 (Giy tumies Zint Eiik1163 E50,k11896 311896 < #IA8a7{ J112888) Drn KWanuh ##RK0 L7n6*118%6 Gentht",3106.3406736111065,"[[254, 254, 254], [34, 27, 72], [94, 31, 165]]",-1.0,aa2a2a2a2a6a6e7f,-1,False,,-1,,[],9294.0,GNET INC.,HK,,
State Bank of India (SBI),sbiepay.sbi,13.248.169.48,16,1,False,4,0,2,0,0,0,0,0,0,0,8,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0,3.0,1,1,162,"GoDaddy.com, Inc.",https://biea.xyz,GoDaddy Excellent 4. 6 cutof 5 K Trustpilot The domain name Get this domain Own today tom 5899 and make It vcurs biea.xyz is for salel biea Xyz 5899 Next Need help? Give us 480_651-9741 Safe secure transucucns Fast CJsy transicrs Hassle free Daxments GoDaddy coprlaht 2026 Codert Cjetal 7C Compjri: LLC Riints Rerenco Co nolshar Fetton -omalon Rareealno,13450.673770427631,"[[253, 254, 253], [1, 17, 42], [138, 147, 150]]",-1.0,e2609d9f9e9de0c0,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
Airtel,airtel.in,185.31.240.240,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,2.792481250360578,2.792481250360578,1,1,48,Let's Encrypt,https://aireklaam.ee,Your Domain AIREKLAAMEE is Registered NBI Your domain has been registered but has NOT yet been linked to . hosting service You need hostng somico get the most out of your domain: Tho domain Okot administrator can subscnbe Ouf Wod and cmai hosting services Pianl Ihe seed ol youf success ard Subscnbe = Hosling Service Contact Zone Helpdesk Zone Web Hosting Packages STARTER BUSINESS PRO The perfect choice for ycur Arellable solution for ycur cpremiun solution for hins| websie new growing onlne business high-Iralfic online stores ousincss Plenty space lor bolh Advanced lealute s and Iools The Zone+ AI Assistant cmail and website content Fot Orotossional builds your sile In just Povcicd somo cf the Extra backups and secure Mnulcs fastest web servers 0n Ine storage Ihal grows wilh you Send emails with world- mamct clas5 webmai service 9.95 € 16.90 € 30 € (montts} cost of frst year when paid (monil y cosl ol frsl year when paid (monil y cosl of Frsl year when paid atua Anmia ania View Delails View Delails View Delails,5096.663229483199,"[[250, 250, 250], [158, 83, 77], [28, 147, 242]]",-1.0,9f9a61e4a5e5e062,-1,True,https://aireklaam.ee/favicon.ico,-1,,[],49604.0,Zone Media OU,EE,,
State Bank of India (SBI),sbilife.co.in,43.133.77.136,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,2.9219280948873623,2.9219280948873623,0,0,-1,,silime.net,Fulkd DCr Jlc ulina,116.37205946180556,"[[254, 254, 254], [53, 53, 53], [125, 125, 125]]",-1.0,83070707070f1fff,-1,False,,-1,,[],132203.0,"Tencent Building, Kejizhongyi Avenue",KR,Seoul,Seoul
State Bank of India (SBI),onlinesbi.sbi,15.197.204.56,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.625,3.625,1,1,165,"GoDaddy.com, Inc.",https://onlinetraffic.my,,0.0,"[[29, 42, 51], [29, 42, 51], [29, 42, 51]]",-1.0,8000000000000000,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
Airtel,airtel.in,,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.085055102756477,3.085055102756477,0,0,-1,,aircaster.net,Fulkd DopcJlc,123.79039279513889,"[[254, 254, 254], [30, 30, 30], [114, 114, 114]]",-1.0,83070707070f1fff,-1,False,,-1,,[],,,,,
Airtel,airtel.in,,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.277613436819116,3.277613436819116,0,0,-1,,airtm.cheap,Fulkd DCr Jla Jiltmchej-,122.17470486111112,"[[254, 254, 254], [41, 41, 41], [132, 132, 132]]",-1.0,87070707070f0fff,-1,False,,-1,,[],,,,,
State Bank of India (SBI),sbiepay.sbi,,15,1,False,4,0,2,0,0,0,0,0,0,0,7,0,False,0,0,0.0,0,False,False,0,False,False,False,2.807354922057604,2.807354922057604,0,0,-1,,biep.fr,FulkdDcr Jlc Daplu,99.4797243923611,"[[254, 254, 254], [30, 30, 30], [111, 111, 111]]",-1.0,83030707070f3fff,-1,False,,-1,,[],,,,,
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,35.187.82.108,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,2.446439344671016,2.446439344671016,1,1,60,Let's Encrypt,https://crocri.com,"~Services Testimonial Find new Make vour Reach vour Communicate Customers content creative ~business goals effectively Our and Values xprovide diaital services that adapt tc complex business t delivers Instant Communication time updates and feedback Check Out Services We Provide Digital Advertising Copy & Graphic Design Busir Developm Social Media CRM Strateqi Growth Look Through Our Process Contact Us Iwill guide Proiect Analvsis vour goals Solution Delivery ver & tailared solution readv for What We've Built So Far nding ~Marketing strategy revision ""Content and dicital cresence revislor You'Il Love It Dalta-drivem Hands-on Senior Smart Solutions Custom Approach ~growth mindset Execution Innovative Design Proven Results We're Here to Help You we're here to listen CROCRI About Us Contacts Newsletter Subscribe @ @ atedby CPOCI Story alesing B28 Leads in CRM, Why",668.1804844161499,"[[246, 246, 250], [45, 41, 48], [161, 148, 209]]",-1.0,c4916ebbee9115c4,-1,True,https://res2.weblium.site/res/6961e3b5d4ba2ccd44f0b64f/6966c0884b36d6efbf60324a_optimized,"(32, 32)",84ea230533fb4f1e,"[[179, 201, 207], [131, 117, 182], [118, 186, 157]]",396982.0,GOOGLE-CLOUD-PLATFORM,BE,Brussels Capital,Brussels
State Bank of India (SBI),onlinesbi.sbi,92.51.180.40,33,1,False,4,0,2,0,0,0,0,0,0,0,25,0,False,0,0,0.0,0,False,False,0,False,False,False,3.543465189601647,3.543465189601647,0,0,-1,,onlinehandelsregister.org,Fulkdbcr Jlo onlinatunXElcjuelcn,189.54626736111112,"[[254, 254, 254], [63, 63, 63], [157, 157, 157]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[],20773.0,Host Europe GmbH,DE,,
State Bank of India (SBI),onlinesbi.sbi,76.223.54.146,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,3.7871439606981374,3.7871439606981374,1,1,162,"GoDaddy.com, Inc.",https://onlinebestgames.xyz,GoDaddy Excellent 4. 6 cutof 5 K Trustpilot The domain name Get this domain Own todav ior 5799 and make It vours onlinebestgames.xyz is for salel onlinebestoames XYC 5799 Next Need nCp: Give us call_ 480-6519741 Safe secure transucucns Fast CJsy transicrs Hassle free Daxments GoDaddy coprlaht 2026 Codert Cjetal 7C Compjri: LLC Riints Rerenco Co nolshar Fetton -omalon Rareealno,13523.395626292402,"[[253, 253, 253], [1, 17, 42], [138, 146, 149]]",-1.0,e2409d9f9f8de0c2,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
