input_position,input_url,normalized_url,exclusion_stage,reason,dns_status,dns_decision,fetch_status,final_landing_url,parking_provider,parking_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason
183,exodusbrk.com,https://exodusbrk.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
184,alyxara.com,https://alyxara.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
185,cppcccare.com,https://cppcccare.com,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
186,prototanya.org,https://prototanya.org,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
187,brandmappr.com,https://brandmappr.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
188,eatalymarket.shop,https://eatalymarket.shop,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
189,flydownloads.space,https://flydownloads.space,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
190,metaads.pro,https://metaads.pro,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
191,pornxmodel.click,https://pornxmodel.click,dns_gate,dns_rejected,resolver_error,rejected,,,,,False,False,True,fallback_top_k
192,tnkproject.com,https://tnkproject.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
193,5ggnp.buzz,https://5ggnp.buzz,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
194,192.168.1,https://192.168.1,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
195,vipslot.casino,https://vipslot.casino,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
196,yataganharem5.click,https://yataganharem5.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
197,easy-sponso.com,https://easy-sponso.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
198,ventajp.com,https://ventajp.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
199,paarivahan.com,https://paarivahan.com,dns_gate,dns_rejected,dns_error,rejected,,,,,True,True,False,jw_primary|token_set_primary|skeleton_similarity|host_similarity
200,secure-login.com,https://secure-login.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
201,hometownsewickley.com,https://hometownsewickley.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
202,chillcollege.com,https://chillcollege.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
203,rush-bodyplan.homes,https://rush-bodyplan.homes,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
204,socioone.com,https://socioone.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
205,bexarcasino.space,https://bexarcasino.space,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
206,dq67r.top,https://dq67r.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
207,n6k6jqg8.top,https://n6k6jqg8.top,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
208,thirdshelterpress.com,https://thirdshelterpress.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
209,secure-kyc.com,https://secure-kyc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
210,gothamfinn.co,https://gothamfinn.co,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
211,ezbrd.co,https://ezbrd.co,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
212,creationorder.net,https://creationorder.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
213,jicm0yo.vip,https://jicm0yo.vip,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
214,doggiemax.com,https://doggiemax.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
215,tutera.ru,https://tutera.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
216,bit.ly,https://bit.ly,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
217,elit-stomatolog.ru,https://elit-stomatolog.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
218,logrenuunics.com,https://logrenuunics.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
219,roisgloballogam.com,https://roisgloballogam.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
220,pnb-india.in,https://pnb-india.in,dns_gate,dns_rejected,resolver_error,rejected,,,,,True,True,False,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity
221,charmenowho.shop,https://charmenowho.shop,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
222,reward-expiry.com,https://reward-expiry.com,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
223,annarbormarket.com,https://annarbormarket.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
224,aifinance.global,https://aifinance.global,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
226,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
227,hraihpsa.ca,https://hraihpsa.ca,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
228,essentialcleaningservicesusa.com,https://essentialcleaningservicesusa.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
229,kirin77.site,https://kirin77.site,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
230,graniteindustriesinc.com,https://graniteindustriesinc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
