input_position,input_url,normalized_url,exclusion_stage,reason,dns_status,dns_decision,fetch_status,final_landing_url,parking_provider,parking_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason
189,saudenervocuremax.shop,https://saudenervocuremax.shop,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
190,zh-ptgaming.com,https://zh-ptgaming.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
191,kirin77.site,https://kirin77.site,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
192,paarivahan.com,https://paarivahan.com,dns_gate,dns_rejected,dns_error,rejected,,,,,True,True,False,jw_primary|token_set_primary|skeleton_similarity|host_similarity
193,learningonly.store,https://learningonly.store,hashing_shortlist,parked_page,resolved,accepted,parked,https://sedo.com/search/details/?partnerid=324561&language=hi&domain=learningonly.store&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage&__cf_chl_rt_tk=bHQzHpqHkRTWStKAZWEYCw7H35vefMcSB3XvD_ofDmE-1775292395-1.0.1.1-syW.I2uWGuUlcLJhueDhqgIqFcrFrPP8qQzKK9yEgoA,Sedo,provider_host_redirect,False,False,True,fallback_top_k
194,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
195,icic-bank.com,https://icic-bank.com,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
196,clayhole.click,https://clayhole.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
197,djgekcf.icu,https://djgekcf.icu,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
198,thirdshelterpress.com,https://thirdshelterpress.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
199,thepatoolkit.com,https://thepatoolkit.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
200,jiaotongzd.com,https://jiaotongzd.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
201,ezbrd.co,https://ezbrd.co,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
202,navaitour.online,https://navaitour.online,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
203,moisesdevweb.com,https://moisesdevweb.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
204,suesholidayhub.com,https://suesholidayhub.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
205,exodusbrk.com,https://exodusbrk.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
206,tredmind.com,https://tredmind.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
207,tutu-and-tiaras.com,https://tutu-and-tiaras.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
208,gothamfinn.co,https://gothamfinn.co,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
209,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
210,joel-angelina-wedding.com,https://joel-angelina-wedding.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
211,hraihpsa.ca,https://hraihpsa.ca,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
212,8eight.com.tw,https://8eight.com.tw,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
213,freedomroadfinancialdealerhub.com,https://freedomroadfinancialdealerhub.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
214,bramclaw.my.id,https://bramclaw.my.id,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
215,pumirpkin.live,https://pumirpkin.live,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
216,allsetfacilitygroup.com,https://allsetfacilitygroup.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
217,soyprotagonistafinanciero.com,https://soyprotagonistafinanciero.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
218,discretion.shop,https://discretion.shop,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
219,ank2014.biz,https://ank2014.biz,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
220,verify-kyc.com,https://verify-kyc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
221,abx5n1n7.cc,https://abx5n1n7.cc,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
222,bit.ly,https://bit.ly,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
223,ncbackyardbouncers.com,https://ncbackyardbouncers.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
224,calmplatewindow.club,https://calmplatewindow.club,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
225,app-mkwangzhi.com,https://app-mkwangzhi.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
226,beatyourbuddies.online,https://beatyourbuddies.online,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
227,brandmappr.com,https://brandmappr.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
228,8740i4ji8ki.shop,https://8740i4ji8ki.shop,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
229,jskbalaghat.org,https://jskbalaghat.org,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
230,connect2people360x.info,https://connect2people360x.info,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
