input_position,input_url,normalized_url,exclusion_stage,reason,dns_status,dns_decision,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason
203,dikagegrid.click,https://dikagegrid.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
204,lucilalehmann.com,https://lucilalehmann.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
205,gothamfinn.co,https://gothamfinn.co,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
206,conciergerie-niort.fr,https://conciergerie-niort.fr,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
207,penn-hpp.com,https://penn-hpp.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
208,essentialcleaningservicesusa.com,https://essentialcleaningservicesusa.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
210,pnbindia-kyd.com,https://pnbindia-kyd.com,dns_gate,dns_rejected,dns_error,rejected,True,True,False,brand_token_match|jw_primary
211,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,dns_gate,dns_rejected,dns_error,rejected,True,False,False,brand_token_match
212,yataganharem5.click,https://yataganharem5.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
213,abx5n1n7.cc,https://abx5n1n7.cc,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
214,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
215,perchproject.org,https://perchproject.org,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
216,bit.ly,https://bit.ly,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
217,mis4624.cc,https://mis4624.cc,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
219,learningonly.store,https://learningonly.store,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
220,rosastoneeg.com,https://rosastoneeg.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
221,sbi.com-kyc.net/login,https://sbi.com-kyc.net/login,dns_gate,dns_rejected,dns_error,rejected,True,False,False,brand_token_match
222,web365daftar.com,https://web365daftar.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
223,nevermindmedia.ch,https://nevermindmedia.ch,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
224,pnbindia-services.com,https://pnbindia-services.com,dns_gate,dns_rejected,dns_error,rejected,True,True,False,brand_token_match|jw_primary
225,fxsnowcool.com,https://fxsnowcool.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
226,optimacapitalvc.com,https://optimacapitalvc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
227,192.168.1,https://192.168.1,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
228,graniteindustriesinc.com,https://graniteindustriesinc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
229,annarbormarket.com,https://annarbormarket.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
230,preprod-ucimtbworldseries.com,https://preprod-ucimtbworldseries.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
