input_position,input_url,normalized_url,source_workbook,exclusion_stage,reason,survival_path,drop_path,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted_to_holdout,kept_for_review_only,review_only_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_matching_domain,generic_token_only_match,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,stage1_passthrough
80,root-ro.info,https://root-ro.info,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
81,syxtherocrex.world,https://syxtherocrex.world,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
82,snowtime.shop,https://snowtime.shop,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://snowtime.shop/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,camsonline.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
83,allnaturalherbalmedicines.com,https://allnaturalherbalmedicines.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_REFUSED at https://allnaturalherbalmedicines.com/ | Call log: - navigating to ""https://allnaturalherbalmedicines.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,canararobeco.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
84,e7v7c6y.com,https://e7v7c6y.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
85,beatyourbuddies.online,https://beatyourbuddies.online,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
86,ub-futas.hu,https://ub-futas.hu,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
87,aithink.world,https://aithink.world,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,aiims.edu,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
88,swiftdrops.store,https://swiftdrops.store,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
89,charmenowho.shop,https://charmenowho.shop,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
90,tonerrefillstoreho.shop,https://tonerrefillstoreho.shop,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
91,bexarcasino.space,https://bexarcasino.space,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
92,piezosistem.com,https://piezosistem.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
93,scarpe-it.ru,https://scarpe-it.ru,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
94,eeeey.cc,https://eeeey.cc,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
95,learningonly.store,https://learningonly.store,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
96,tutera.ru,https://tutera.ru,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://tutera.ru/ | Call log: - navigating to ""https://tutera.ru/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,uidai.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
97,shelbyserves.com,https://shelbyserves.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
98,gothamfinn.co,https://gothamfinn.co,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
99,penn-hpp.com,https://penn-hpp.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://penn-hpp.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,pnb.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
100,uk-travel.ru,https://uk-travel.ru,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
101,slexironphdrexox.world,https://slexironphdrexox.world,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
102,ivqojlz1513.top,https://ivqojlz1513.top,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
103,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://vertexapexgroupoptimalprocess.blog/ | Call log: - navigating to ""https://vertexapexgroupoptimalprocess.blog/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,irctctourism.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
104,navaitour.online,https://navaitour.online,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://navaitour.online/ | Call log: - navigating to ""https://navaitour.online/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,irctctourism.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
105,doggiemax.com,https://doggiemax.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://doggiemax.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,axismaxlife.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
106,intelectusai.com,https://intelectusai.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
107,perchproject.org,https://perchproject.org,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
108,5ggnp.buzz,https://5ggnp.buzz,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
109,777gvipclub.com,https://777gvipclub.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
110,thepatoolkit.com,https://thepatoolkit.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://thepatoolkit.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
111,zentozavoveltopentolaxinilo.click,https://zentozavoveltopentolaxinilo.click,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
112,hixemuzydo.pro,https://hixemuzydo.pro,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
113,logrenuunics.com,https://logrenuunics.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,corp.onlinesbi.sbi,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
114,aifinance.global,https://aifinance.global,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
115,jskbalaghat.org,https://jskbalaghat.org,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
116,sbi.com-kyc.net/login,https://sbi.com-kyc.net/login,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,False,False,brand_token_match,homeloans.sbi,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbi.com-kyc.net,,0,True,lexical_hit,False
117,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,True,False,jw_primary|skeleton_similarity,corp.onlinesbi.sbi,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onl1nesbi.sbi,,0,True,lexical_hit,False
118,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,False,False,brand_token_match,onlinesbi.sbi.bank.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinesbi.sbi.update-rewards.xyz,,0,True,lexical_hit,False
119,sbi-secure-login.com,https://sbi-secure-login.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,False,False,brand_token_match,sbisecurities.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbi-secure-login.com,,0,True,lexical_hit,False
120,192.168.1,https://192.168.1,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k|generic_token_only,cloud.gov.in,True,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
121,reward-expiry.com,https://reward-expiry.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,airindiaexpress.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
122,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,False,False,brand_token_match,sbisecurities.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbi.co.in.login.banking-services.net,,0,True,lexical_hit,False
123,verify-kyc.com,https://verify-kyc.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
124,icic-bank.com,https://icic-bank.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,icici.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
125,icicibank.net/login,https://icicibank.net/login,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://icicibank.net/login | Call log: - navigating to ""https://icicibank.net/login"", waiting until ""domcontentloaded""",,,,,False,False,,True,True,False,jw_primary,icici.bank.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,icicibank.net,,0,True,lexical_hit,False
126,secure-login.com,https://secure-login.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,crsorgi.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
127,bit.ly,https://bit.ly,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
128,accountauthenticate.com,https://accountauthenticate.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,incometaxindia.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
129,icici-bank-support.in,https://icici-bank-support.in,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,True,False,brand_token_match|jw_primary,icici.bank.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,icici-bank-support.in,,0,True,lexical_hit,False
130,cppcccare.com,https://cppcccare.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,contents.tdscpc.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
131,pnb-india.in,https://pnb-india.in,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,resolver_error,rejected,,not_attempted,,,,,,,False,False,,True,True,False,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,pnbindia.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnb-india.in,,0,True,lexical_hit,False
132,pnblndia.in,https://pnblndia.in,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,True,False,jw_primary|skeleton_similarity,pnbindia.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnblndia.in,,0,True,lexical_hit,False
133,pnbindia-kyd.com,https://pnbindia-kyd.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,True,False,brand_token_match|jw_primary,pnbindia.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnbindia-kyd.com,,0,True,lexical_hit,False
134,pnblndia-app.in,https://pnblndia-app.in,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,pnbindia.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
135,pnb-netbanking.net,https://pnb-netbanking.net,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,False,False,brand_token_match,pnb.bank.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnb-netbanking.net,,0,True,lexical_hit,False
136,pnblndia.bank.in,https://pnblndia.bank.in,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,True,False,jw_primary,pnbindia.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnblndia.bank.in,,0,True,lexical_hit,False
137,secure-kyc.com,https://secure-kyc.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
138,update-account.online,https://update-account.online,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,contents.tdscpc.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
139,pnbindia-services.com,https://pnbindia-services.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,,not_attempted,,,,,,,False,False,,True,True,False,brand_token_match|jw_primary,pnbindia.in,False,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnbindia-services.com,,0,True,lexical_hit,False
140,verify-account.net,https://verify-account.net,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
141,dq67r.top,https://dq67r.top,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
142,annarbormarket.com,https://annarbormarket.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://annarbormarket.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,canararobeco.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
143,manto90.store,https://manto90.store,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
144,chargemoment.com,https://chargemoment.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
145,allsetfacilitygroup.com,https://allsetfacilitygroup.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://allsetfacilitygroup.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
146,fjudoeuskadi.eus,https://fjudoeuskadi.eus,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
147,786786786786.com,https://786786786786.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
148,nevermindmedia.ch,https://nevermindmedia.ch,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
149,519zx.top,https://519zx.top,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
150,71042.vip,https://71042.vip,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
151,n6k6jqg8.top,https://n6k6jqg8.top,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
152,essentialcleaningservicesusa.com,https://essentialcleaningservicesusa.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
153,soyprotagonistafinanciero.com,https://soyprotagonistafinanciero.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
154,rush-bodyplan.homes,https://rush-bodyplan.homes,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
155,fxsnowcool.com,https://fxsnowcool.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,failed,not_attempted,connection_reset,"Page.goto: net::ERR_CONNECTION_RESET at https://fxsnowcool.com/ | Call log: - navigating to ""https://fxsnowcool.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,nic.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
156,94498.qpon,https://94498.qpon,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
157,enerzyph.com,https://enerzyph.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
158,joel-angelina-wedding.com,https://joel-angelina-wedding.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
159,ofertaa643842315.sbs,https://ofertaa643842315.sbs,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,resolver_error,rejected,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,airtelpayments.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
160,inesceramica.pt,https://inesceramica.pt,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
161,tayceculture.com,https://tayceculture.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
