Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,stage1_passthrough,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,clip_component,hash_component,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,typo_similarity,typo_min_score_used,typo_decision_reason,clip_similarity,typo_anchor,hash_anchor,clip_anchor,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,signal_hit_screenshot,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt,review_reason
Reserve Bank of India (RBI),rbi.org.in,https://panichella.com,123456.xlsx,0.0,Low,,weak_evidence,0.7667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://panichella.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,panichella.com,,1233,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://gotrecipe.com,123456.xlsx,0.0,Low,,weak_evidence,0.6429,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://gotrecipe.com,,,,,,,,False,36,0,0,4,40,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match|iframe_present,False,False,False,1,0,gotrecipe.com,,859,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://kolabs.design,123456.xlsx,0.0,Low,,weak_evidence,0.7037,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.kolabs.design/,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,1,www.kolabs.design,www.kolabs.design,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://appleaiai.xyz,123456.xlsx,0.0,Low,,weak_evidence,0.6034,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://parkpage.nicnames.com/?fqdn=appleaiai.xyz,,,,,,,,False,44,4,6,4,58,False,title_brand_match|meta_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording|suspicious_hosting_provider|final_domain_changed,False,False,False,1,1,parkpage.nicnames.com,3sspw4l2.tinifycdn.com,3384,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Axis Bank,axis.bank.in,https://ritamaxis.com,123456.xlsx,0.0,Low,,weak_evidence,0.6818,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://ritamaxis.com,,,,,,,,False,40,0,6,0,46,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|suspicious_hosting_provider,False,False,False,1,0,ritamaxis.com,ritamaxis.com,5513,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://drbinshaieg.com,123456.xlsx,0.0,Low,,weak_evidence,0.7576,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://drbinshaieg.com,,,,,,,,False,12,4,6,0,22,False,body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording|suspicious_hosting_provider,False,False,False,1,0,drbinshaieg.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://isbarakaldo.org,123456.xlsx,0.0,Low,,weak_evidence,0.7453,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.isbarakaldo.org/,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,1,www.isbarakaldo.org,cdn.website-editor.net,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
State Bank of India (SBI),corp.onlinesbi.sbi,https://freespeechbacklash.com,123456.xlsx,0.0,Low,,weak_evidence,0.6343,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.freespeechbacklash.com/,,,,,,,,False,8,12,0,0,20,False,body_brand_match|favicon_brand_match|login_form|auth_wording,False,True,False,1,1,www.freespeechbacklash.com,www.freespeechbacklash.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://oldprint.pl,123456.xlsx,0.0,Low,,weak_evidence,0.6528,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://oldprint.pl,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,oldprint.pl,,380,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://madeinsorrento.info,123456.xlsx,0.0,Low,,weak_evidence,0.6655,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://madeinsorrento.it/,,,,,,,,False,8,4,6,4,22,False,body_brand_match|favicon_brand_match|auth_wording|suspicious_hosting_provider|final_domain_changed,False,False,False,1,1,madeinsorrento.it,madeinsorrento.it,5850,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://botwars.media,123456.xlsx,0.0,Low,,weak_evidence,0.6233,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://botwars.media,,,,,,,,False,28,4,0,0,32,False,title_brand_match|body_brand_match|auth_wording,False,False,False,1,0,botwars.media,,2984,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://ujetispomini.com,123456.xlsx,0.0,Low,,weak_evidence,0.75,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://ujetispomini.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,ujetispomini.com,,151,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Health Authority (NHA),abdm.gov.in,https://harmonsquad.com,123456.xlsx,0.0,Low,,weak_evidence,0.6263,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://harmonsquad.com,,,,,,,,False,4,16,0,0,20,False,body_brand_match|form_action_mismatch,False,False,True,1,0,harmonsquad.com,www.jaxharmon.com,20659,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://cyberdojo.space,123456.xlsx,0.0,Low,,weak_evidence,0.5926,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://cyberdojo.space,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,cyberdojo.space,,199,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://stroke-sport.com,123456.xlsx,0.0,Low,,weak_evidence,0.5556,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://stroke-sport.com,,,,,,,,False,32,0,0,0,32,False,title_brand_match|body_brand_match|favicon_brand_match,False,False,False,1,0,stroke-sport.com,stroke-sport.com,2236,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
State Bank of India (SBI),corp.onlinesbi.sbi,https://flowcytometryservices.com,123456.xlsx,0.0,Low,,weak_evidence,0.5575,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://kcasbio.com/careers/,,,,,,,,False,40,0,0,4,44,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|final_domain_changed,False,False,False,1,1,kcasbio.com,kcasbio.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://lesmurmuresdelavie.fr,123456.xlsx,0.0,Low,,weak_evidence,0.5889,,,,,,fallback_top_k|generic_token_only,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://lesmurmuresdelavie.fr,,,,,,,,False,4,18,0,0,22,False,body_brand_match|form_action_mismatch|multi_input_form,False,False,True,1,0,lesmurmuresdelavie.fr,lesmurmuresdelavie.fr,32576,False,stage1_suspected_non_escalated,,,,,,,,True,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://baihao.store,123456.xlsx,0.0,Low,,weak_evidence,0.6667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://parkpage.nic.ua?fqdn=baihao.store,,,,,,,,False,48,0,6,4,58,False,title_brand_match|meta_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|suspicious_hosting_provider|final_domain_changed,False,False,False,1,1,parkpage.nic.ua,parkpage.nic.ua,8981,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://sacredgroundproject.net,123456.xlsx,0.0,Low,,weak_evidence,0.6301,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.sacredgroundproject.net,,,,,,,,False,40,0,0,0,40,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,1,www.sacredgroundproject.net,www.sacredgroundproject.net,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://icppd.com,123456.xlsx,0.0,Low,,weak_evidence,0.6889,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://icppd.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,icppd.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://precisiongrainwoodworks.com,123456.xlsx,0.0,Low,,weak_evidence,0.7101,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://precisiongrainwoodworks.com,,,,,,,,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,precisiongrainwoodworks.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://centrophyos.com,123456.xlsx,0.0,Low,,weak_evidence,0.6237,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://centrophyos.com,,,,,,,,False,36,0,0,0,36,False,title_brand_match|meta_brand_match|body_brand_match,False,False,False,1,0,centrophyos.com,centrophyos.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://usetopequityusacrew.com,123456.xlsx,0.0,Low,,weak_evidence,0.5906,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.toplendingusa.com/,,,,,,,,False,12,4,0,4,20,False,body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording|final_domain_changed,False,False,False,1,1,www.toplendingusa.com,static.parastorage.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://mogtechs.store,123456.xlsx,0.0,Low,,weak_evidence,0.6667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://mogtechs.store,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,mogtechs.store,,151,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Health Authority (NHA),abdm.gov.in,https://lovelybag.pt,123456.xlsx,0.0,Low,,weak_evidence,0.6296,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://lovelybag.pt,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,lovelybag.pt,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://sonic-dojo.com,123456.xlsx,0.0,Low,,weak_evidence,0.7667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,http://sonic-dojo.de/,,,,,,,,False,40,0,0,4,44,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|final_domain_changed,False,False,False,1,1,sonic-dojo.de,sonic-dojo.de,19462,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://intechsolcorp.com,123456.xlsx,0.0,Low,,weak_evidence,0.7372,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://intechsolcorp.com,,,,,,,,False,36,0,0,4,40,False,title_brand_match|meta_brand_match|body_brand_match|iframe_present,False,False,False,1,0,intechsolcorp.com,intechsolcorp.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Kfintech,kfintech.com,https://kfinsaat.com.tr,123456.xlsx,45.5357,Low,,weak_evidence,0.85,,,,,,jw_primary,,,,,,,,True,True,False,,,fetched,available,,,https://kfinsaat.com.tr/,,,,,,,,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,kfinsaat.com.tr,,0,True,lexical_hit,,,,,,,,False,0,False,,,,,,,,,,,,strict_lexical_below_holdout_threshold
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://locksmithlapresa.com,123456.xlsx,0.0,Low,,weak_evidence,0.6667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://locksmithlapresa.com,,,,,,,,False,12,4,6,0,22,False,body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording|suspicious_hosting_provider,False,False,False,1,0,locksmithlapresa.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://vusedonerightdemo.com,123456.xlsx,0.0,Low,,weak_evidence,0.6048,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://vusedonerightdemo.com,,,,,,,,False,0,30,0,0,30,False,password_field|login_form|auth_wording,True,True,False,0,0,vusedonerightdemo.com,,13482,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://crplasticos.com.br,123456.xlsx|urls.xlsx,0.0,Low,,weak_evidence,0.645,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://crplasticos.com.br,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15514,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Health Authority (NHA),abdm.gov.in,https://yataganharem5.click,123456.xlsx|urls.xlsx,0.0,Low,,weak_evidence,0.6316,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://yataganharem5.click,,,,,,,,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,yataganharem5.click,,4104,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://swiftdrops.store,123456.xlsx|urls.xlsx,0.0,Low,,weak_evidence,0.6444,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://swiftdrops.store,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,swiftdrops.store,,151,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://essentialcleaningservicesusa.com,123456.xlsx|urls.xlsx,0.0,Low,,weak_evidence,0.7024,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://essentialcleaningservicesusa.com,,,,,,,,False,12,4,6,0,22,False,body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording|suspicious_hosting_provider,False,False,False,1,0,essentialcleaningservicesusa.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
State Bank of India (SBI),sbi.co.in,https://sbibi.net,123456.xlsx,61.8182,Low,61.8182,weak_evidence,0.9067,0.9067,0.75,0.75,1.0,0.0,jw_primary,lexical,0.0,score_threshold,,1.0,State Bank of India (SBI),1.0,True,True,False,score_threshold,score_threshold,fetched,available,,,https://sbibi.net/,,,,61.8182,27.2,0.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbibi.net,,0,True,lexical_hit,0.75,0.75,anchor_typo,0.0,1.0,0.0,0.0,False,0,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\sbibi.net.png,fortinet secure dns service portal,fortinet secure dns service portal web page blocked!,low_confidence_strict_lexical
BSE Ltd.,bseindia.com,https://sdindia.com,123456.xlsx,59.2532,Low,59.2532,weak_evidence,0.869,0.869,0.8,0.83,1.0,0.0,jw_primary,lexical,0.0,score_threshold,,1.0,BSE Ltd.,1.0,True,True,False,score_threshold,score_threshold,fetched,available,,,https://sdindia.com/,,,,59.2532,26.0714,0.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sdindia.com,,0,True,lexical_hit,0.83,0.75,anchor_typo,0.0,1.0,0.0,0.0,False,0,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\sdindia.com.png,fortinet secure dns service portal,fortinet secure dns service portal web page blocked!,low_confidence_strict_lexical
Reserve Bank of India (RBI),rbi.org.in,https://vrbit.org,123456.xlsx,59.0909,Low,59.0909,weak_evidence,0.8667,0.8667,0.75,0.75,1.0,0.0,jw_primary,lexical,0.0,score_threshold,,1.0,Reserve Bank of India (RBI),1.0,True,True,False,score_threshold,score_threshold,fetched,available,,,https://vrbit.org/,,,,59.0909,26.0,0.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,vrbit.org,,0,True,lexical_hit,0.75,0.75,anchor_typo,0.0,1.0,0.0,0.0,False,0,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\vrbit.org.png,fortinet secure dns service portal,fortinet secure dns service portal web page blocked!,low_confidence_strict_lexical
"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,https://uidaiaadhardownload.com,123456.xlsx|AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,58.134,Low,58.134,weak_evidence,0.8526,0.8526,0.4167,0.4167,1.0,0.0,jw_primary,lexical,0.0,score_threshold,,1.0,"Unique Identification Authority of India (UIDAI)
",1.0,True,True,False,score_threshold,score_threshold,fetched,available,,,https://uidaiaadhardownload.com/,,,,58.134,25.5789,0.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,,0,True,lexical_hit,0.4167,0.75,below_min_score,0.0,0.0,0.0,0.0,False,0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\uidaiaadhardownload.com.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.,low_confidence_strict_lexical
