input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,final_landing_url,parking_provider,parking_reason,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
101,pnblndia.bank.in,https://pnblndia.bank.in,dns_error,rejected,,,,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),0.0,,0.9083,0.0,0.875,0.0,0.0,0.0
102,jskbalaghat.org,https://jskbalaghat.org,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4734,Low,0.5571,0.9999,0.3478,16.7121,19.9978,0.0
103,94498.qpon,https://94498.qpon,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.4556,0.0,0.1818,0.0,0.0,0.0
104,carelessvibe.com,https://carelessvibe.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6667,0.0,0.4444,20.0,0.0,0.0
105,sportrade.blog,https://sportrade.blog,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,Low,0.5907,0.0,0.2857,17.7222,0.0,0.0
106,lml2vipaff05.cc,https://lml2vipaff05.cc,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.1701,Low,0.5,0.5809,0.25,15.0,11.6178,0.0
107,snowtime.shop,https://snowtime.shop,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.7343,Low,0.6722,0.6585,0.4444,20.1667,13.1696,0.0
108,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.6341,0.0,0.6341,0.0,0.0,0.0
109,anxunh.top,https://anxunh.top,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,0.0,,0.625,0.0,0.4286,0.0,0.0,0.0
110,tutu-and-tiaras.com,https://tutu-and-tiaras.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,Low,0.6444,0.0,0.4967,19.3333,0.0,0.0
111,manto90.store,https://manto90.store,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,39.9283,Low,0.5119,0.9184,0.2667,15.3571,18.367,0.0
112,snackduel.com,https://snackduel.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,,0.6296,0.0,0.3333,0.0,0.0,0.0
113,crplasticos.com.br,https://crplasticos.com.br,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.4644,Low,0.5848,0.7899,0.381,17.5455,15.7979,0.0
114,syxtherocrex.world,https://syxtherocrex.world,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),36.0037,Low,0.4722,0.6121,0.2667,14.1667,12.2412,0.0
115,conciergerie-niort.fr,https://conciergerie-niort.fr,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),55.5597,Low,0.6111,0.9445,0.1905,18.3333,18.8903,0.0
116,my-auth23948.com,https://my-auth23948.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,52.3565,Low,0.4444,0.8901,0.1967,13.3333,17.8012,0.0
117,dynamicdigitalmastery.com,https://dynamicdigitalmastery.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),36.2917,Low,0.647,0.8347,0.3478,19.4095,16.6942,0.0
118,moisesdevweb.com,https://moisesdevweb.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),45.3722,Low,0.5722,0.7713,0.3936,17.1667,15.4266,0.0
119,djgekcf.icu,https://djgekcf.icu,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4734,Low,0.4841,0.9999,0.2105,14.5238,19.9978,0.0
120,hixemuzydo.pro,https://hixemuzydo.pro,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Airtel,20.6704,Low,0.5111,0.4754,0.25,15.3333,9.5084,0.0
121,pnblndia.in,https://pnblndia.in,dns_error,rejected,,,,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary|skeleton_similarity,Punjab National Bank (PNB),0.0,,0.9083,0.0,0.905,0.0,0.0,0.0
122,pornmega18.xyz,https://pornmega18.xyz,resolver_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6444,0.0,0.4211,0.0,0.0,0.0
123,sbi-secure-login.com,https://sbi-secure-login.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.8353,0.0,0.6207,0.0,0.0,0.0
124,swiftdrops.store,https://swiftdrops.store,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,IDFC FIRST Bank,0.0,Low,0.6444,0.0,0.4211,19.3333,0.0,0.0
125,abfquoelx.com,https://abfquoelx.com,resolver_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,,0.6111,0.0,0.4,0.0,0.0,0.0
126,uk-travel.ru,https://uk-travel.ru,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),47.4028,Low,0.4333,0.8058,0.2105,13.0,16.1169,0.0
127,edugig.xyz,https://edugig.xyz,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),50.3066,Low,0.6667,0.8552,0.4444,20.0,17.1043,0.0
128,surpriseoflifellc.com,https://surpriseoflifellc.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Jio,28.193,Low,0.5948,0.4793,0.23,17.8431,9.5856,0.0
129,suesholidayhub.com,https://suesholidayhub.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.4079,Low,0.6032,0.8739,0.2353,18.0952,17.4787,0.0
130,777gvipclub.com,https://777gvipclub.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),38.992,Low,0.4904,0.6629,0.2909,14.7121,13.2573,0.0
131,bluewaterpoolsusa.com,https://bluewaterpoolsusa.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.5758,0.0,0.3478,17.2745,0.0,0.0
132,globalbookpublication.com,https://globalbookpublication.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),32.5377,Low,0.4643,0.5531,0.2724,13.9286,11.0628,0.0
133,clayhole.click,https://clayhole.click,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),43.6771,Low,0.7375,0.7425,0.5556,22.125,14.8502,0.0
134,71042.vip,https://71042.vip,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.1819,Low,0.5222,0.5811,0.2353,15.6667,11.6219,0.0
135,scarpe-it.ru,https://scarpe-it.ru,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,Low,0.672,0.0,0.5,20.1587,0.0,0.0
136,discretion.shop,https://discretion.shop,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,IDFC FIRST Bank,0.0,Low,0.6444,0.0,0.4211,19.3333,0.0,0.0
137,intelectusai.com,https://intelectusai.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,,0.6806,0.0,0.53,0.0,0.0,0.0
138,519zx.top,https://519zx.top,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.7837,Low,0.4333,0.7953,0.2667,13.0,15.9065,0.0
139,lfsidou.com,https://lfsidou.com,resolved,accepted,parked,https://lfsidou.com/,GenericParking,generic_parking_text_signals,False,hashing_shortlist,parked_page,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,Low,0.6508,0.0,0.4,19.5238,0.0,0.0
140,perchproject.org,https://perchproject.org,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),42.1242,Low,0.6111,0.7161,0.2667,18.3333,14.3222,0.0
141,hgi5z6n1d.vip,https://hgi5z6n1d.vip,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,0.0,Low,0.6481,0.0,0.4706,19.4444,0.0,0.0
142,mikogpt.ru,https://mikogpt.ru,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),48.5425,Low,0.4921,0.8252,0.2,14.7619,16.5044,0.0
143,thinkproguard.com,https://thinkproguard.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,39.5078,Low,0.5983,0.9087,0.48,17.9487,18.1736,0.0
144,pnb-netbanking.net,https://pnb-netbanking.net,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,Punjab National Bank (PNB),0.0,,0.8167,0.0,0.3529,0.0,0.0,0.0
145,traverseskier.com,https://traverseskier.com,resolved,accepted,parked,https://traverseskier.com/,GenericParking,generic_parking_text_signals,False,hashing_shortlist,parked_page,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.5748,0.0,0.3158,17.2436,0.0,0.0
146,brierleysovereigngroup.info,https://brierleysovereigngroup.info,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,Low,0.6034,0.0,0.2778,18.1025,0.0,0.0
147,allsetfacilitygroup.com,https://allsetfacilitygroup.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.7193,0.8836,0.2727,21.5789,17.671,0.0
148,f1blue.com,https://f1blue.com,timeout,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.625,0.0,0.4586,0.0,0.0,0.0
149,icici-bank-support.in,https://icici-bank-support.in,dns_error,rejected,,,,,False,dns_gate,dns_rejected,True,ICICI Bank,True,True,True,False,,,brand_token_match|jw_primary,ICICI Bank,0.0,,0.8556,0.0,0.4348,0.0,0.0,0.0
150,di9rke.top,https://di9rke.top,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6667,0.0,0.5,20.0,0.0,0.0
151,jiaotongzd.com,https://jiaotongzd.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,36.2085,Low,0.6206,0.8328,0.4167,18.619,16.6559,0.0
152,udbijaayurveda.com,https://udbijaayurveda.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",39.478,Low,0.6119,0.6711,0.4211,18.3571,13.4225,0.0
153,s-s-a.us,https://s-s-a.us,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,0.0,Low,0.6444,0.0,0.4286,19.3333,0.0,0.0
154,e7v7c6y.com,https://e7v7c6y.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.4921,0.8836,0.4,14.7619,17.671,0.0
155,phoenixwanderlust.in,https://phoenixwanderlust.in,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.4073,Low,0.5948,0.8739,0.2,17.8431,17.4785,0.0
156,emon793hoky.online,https://emon793hoky.online,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),45.8675,Low,0.4747,0.7797,0.1429,14.2424,15.5949,0.0
157,allnaturalherbalmedicines.com,https://allnaturalherbalmedicines.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,Low,0.6663,0.0,0.5165,19.9889,0.0,0.0
158,lesfermesdespoir.fr,https://lesfermesdespoir.fr,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),30.3182,Low,0.5139,0.5154,0.2143,15.4167,10.3082,0.0
159,update-account.online,https://update-account.online,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6635,0.0,0.3,0.0,0.0,0.0
160,bazarcentofiori.com,https://bazarcentofiori.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,0.0,Low,0.65,0.0,0.4444,19.5,0.0,0.0
161,domain,https://domain,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,,0.75,0.0,0.6,0.0,0.0,0.0
162,ibramep.com,https://ibramep.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),0.0,Low,0.6984,0.0,0.2,20.9524,0.0,0.0
163,barbara-michelle.com,https://barbara-michelle.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,Low,0.6798,0.0,0.4967,20.3929,0.0,0.0
164,web365daftar.com,https://web365daftar.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),36.4076,Low,0.5516,0.8374,0.2105,16.5476,16.7475,0.0
165,tonerrefillstoreho.shop,https://tonerrefillstoreho.shop,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6111,0.0,0.2963,0.0,0.0,0.0
166,rosastoneeg.com,https://rosastoneeg.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.5934,0.0,0.3529,17.803,0.0,0.0
167,uidaiaadhardownload.com,https://uidaiaadhardownload.com,resolved,accepted,fetched,,,,True,,,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,"Unique Identification Authority of India (UIDAI)
",56.0599,Low,0.8526,0.515,0.4167,25.5789,10.2994,0.0
168,ybiscom.fr,https://ybiscom.fr,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6508,0.0,0.4,19.5238,0.0,0.0
169,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,dns_error,rejected,,,,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary|skeleton_similarity,State Bank of India (SBI),0.0,,0.9481,0.0,0.9189,0.0,0.0,0.0
170,pnbindia-kyd.com,https://pnbindia-kyd.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary,Punjab National Bank (PNB),0.0,,0.9333,0.0,0.8,0.0,0.0,0.0
171,optimacapitalvc.com,https://optimacapitalvc.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.086,Low,0.5556,0.7835,0.27,16.6667,15.6692,0.0
172,landscapebyvera.com,https://landscapebyvera.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,0.0,Low,0.6468,0.0,0.4516,19.4028,0.0,0.0
173,root-ro.info,https://root-ro.info,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),38.1049,Low,0.5516,0.6478,0.3158,16.5476,12.9557,0.0
174,786786786786.com,https://786786786786.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.5,0.0,0.2522,0.0,0.0,0.0
175,dikagegrid.click,https://dikagegrid.click,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,38.4544,Low,0.575,0.8845,0.3333,17.25,17.689,0.0
176,wintergroupsecurity.com,https://wintergroupsecurity.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,Low,0.6294,0.0,0.4004,18.8816,0.0,0.0
177,icicibank.net/login,https://icicibank.net/login,resolved,accepted,failed,,,,True,,,True,ICICI Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,ICICI Bank,0.0,Low,0.9111,0.0,0.7143,27.3333,0.0,0.0
178,8740i4ji8ki.shop,https://8740i4ji8ki.shop,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),0.0,,0.6162,0.0,0.2857,0.0,0.0,0.0
179,laoshuanliagou.bond,https://laoshuanliagou.bond,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4729,Low,0.5317,0.9999,0.3077,15.9524,19.9975,0.0
180,thepatoolkit.com,https://thepatoolkit.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.6111,0.0,0.2667,18.3333,0.0,0.0
181,verify-kyc.com,https://verify-kyc.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9827,Low,0.6222,0.8837,0.3077,18.6667,17.6741,0.0
182,airtele.xyz,https://airtele.xyz,timeout,rejected,,,,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,0.0,,0.9714,0.0,0.9231,0.0,0.0,0.0
183,exodusbrk.com,https://exodusbrk.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,0.0,Low,0.5741,0.0,0.3077,17.2222,0.0,0.0
184,alyxara.com,https://alyxara.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),29.0572,Low,0.5952,0.8717,0.3636,17.8571,17.4343,0.0
185,cppcccare.com,https://cppcccare.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6111,0.0,0.4,0.0,0.0,0.0
186,prototanya.org,https://prototanya.org,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,38.8834,Low,0.4857,0.8943,0.4167,14.5714,17.8864,0.0
187,brandmappr.com,https://brandmappr.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.7167,0.0,0.4286,21.5,0.0,0.0
188,eatalymarket.shop,https://eatalymarket.shop,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,31.7362,Low,0.5556,0.7299,0.3333,16.6667,14.5987,0.0
189,flydownloads.space,https://flydownloads.space,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Canara Bank,35.8163,Low,0.4722,0.8238,0.1667,14.1667,16.4755,0.0
190,metaads.pro,https://metaads.pro,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,29.1616,Low,0.5886,0.8748,0.375,17.6587,17.497,0.0
191,pornxmodel.click,https://pornxmodel.click,resolver_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.6222,0.0,0.3077,0.0,0.0,0.0
192,tnkproject.com,https://tnkproject.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),37.1868,Low,0.5056,0.6322,0.3027,15.1667,12.6435,0.0
193,5ggnp.buzz,https://5ggnp.buzz,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),0.0,Low,0.6333,0.0,0.4444,19.0,0.0,0.0
194,192.168.1,https://192.168.1,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,,0.7333,0.0,0.3333,0.0,0.0,0.0
195,vipslot.casino,https://vipslot.casino,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,40.7033,Low,0.5595,0.9362,0.3158,16.7857,18.7235,0.0
196,yataganharem5.click,https://yataganharem5.click,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),39.6236,Low,0.5103,0.6736,0.2609,15.3077,13.472,0.0
197,easy-sponso.com,https://easy-sponso.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),47.0688,Low,0.5606,0.8002,0.2667,16.8182,16.0034,0.0
198,ventajp.com,https://ventajp.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.6508,0.0,0.4,19.5238,0.0,0.0
199,paarivahan.com,https://paarivahan.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,True,parivahan sewa,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,parivahan sewa,0.0,,0.9474,0.0,0.9474,0.0,0.0,0.0
200,secure-login.com,https://secure-login.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",0.0,,0.7302,0.0,0.5263,0.0,0.0,0.0
201,hometownsewickley.com,https://hometownsewickley.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),49.6429,Low,0.5399,0.8439,0.4004,16.1961,16.8786,0.0
202,chillcollege.com,https://chillcollege.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6167,0.0,0.3529,18.5,0.0,0.0
203,rush-bodyplan.homes,https://rush-bodyplan.homes,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.1151,Low,0.5692,0.648,0.3478,17.0769,12.9591,0.0
204,socioone.com,https://socioone.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),36.2383,Low,0.6722,0.6161,0.5856,20.1667,12.321,0.0
