input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
108,outlandscodex.ai,https://outlandscodex.ai,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),45.0951,Low,0.5761,0.7666,0.3478,17.2821,15.3323,0.0
109,dynamicdigitalmastery.com,https://dynamicdigitalmastery.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),36.2925,Low,0.647,0.8347,0.3478,19.4095,16.6946,0.0
110,ncbackyardbouncers.com,https://ncbackyardbouncers.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.5981,Low,0.6098,0.5882,0.43,18.2937,11.7633,0.0
111,emon793hoky.online,https://emon793hoky.online,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),45.5053,Low,0.4747,0.7736,0.1429,14.2424,15.4718,0.0
112,allnaturalherbalmedicines.com,https://allnaturalherbalmedicines.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,Low,0.6663,0.0,0.5165,19.9889,0.0,0.0
113,carelessvibe.com,https://carelessvibe.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6667,0.0,0.4444,20.0,0.0,0.0
114,777gvipclub.com,https://777gvipclub.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),38.985,Low,0.4904,0.6627,0.2909,14.7121,13.2549,0.0
115,roisgloballogam.com,https://roisgloballogam.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),31.1787,Low,0.5444,0.7171,0.2105,16.3333,14.3422,0.0
116,dikagegrid.click,https://dikagegrid.click,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,38.4577,Low,0.575,0.8845,0.3333,17.25,17.6905,0.0
117,wintergroupsecurity.com,https://wintergroupsecurity.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,Low,0.6294,0.0,0.4004,18.8816,0.0,0.0
118,itplayegypt.win,https://itplayegypt.win,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),29.8931,Low,0.5076,0.5082,0.2609,15.2273,10.1637,0.0
119,connectionsarchive.net,https://connectionsarchive.net,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),48.5907,Low,0.6111,0.826,0.2857,18.3333,16.5208,0.0
120,tuterrenoenchile.cl,https://tuterrenoenchile.cl,resolved,accepted,fetched,True,,,False,,False,False,False,True,hash_bypass_hit,hash_bypass_hit,hash_bypass,Coal India,40.3642,Low,0.4821,0.5109,0.25,14.4643,10.2185,14.0
121,o3zxth.top,https://o3zxth.top,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,Low,0.5675,0.0,0.3,17.0238,0.0,0.0
122,netsafe.ovh,https://netsafe.ovh,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,37.9705,Low,0.6012,0.8733,0.4,18.0357,17.4664,0.0
123,navaitour.online,https://navaitour.online,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),0.0,Low,0.6574,0.0,0.4762,19.7222,0.0,0.0
124,barbara-michelle.com,https://barbara-michelle.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,Low,0.6798,0.0,0.4967,20.3929,0.0,0.0
125,fxsnowcool.com,https://fxsnowcool.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6222,0.0,0.3077,18.6667,0.0,0.0
126,udbijaayurveda.com,https://udbijaayurveda.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",39.4727,Low,0.6119,0.671,0.4211,18.3571,13.4207,0.0
127,digifant.network,https://digifant.network,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.6667,0.0,0.5,0.0,0.0,0.0
128,secure-login.com,https://secure-login.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",0.0,,0.7302,0.0,0.5263,0.0,0.0,0.0
129,creationorder.net,https://creationorder.net,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,0.0,Low,0.6405,0.0,0.4828,19.2147,0.0,0.0
130,surpriseoflifellc.com,https://surpriseoflifellc.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Jio,28.1808,Low,0.5948,0.4791,0.23,17.8431,9.5815,0.0
131,verify-account.net,https://verify-account.net,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,,0.6032,0.0,0.2353,0.0,0.0,0.0
132,airtele.xyz,https://airtele.xyz,timeout,rejected,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,0.0,,0.9714,0.0,0.9231,0.0,0.0,0.0
133,fresna.online,https://fresna.online,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,37.5518,Low,0.5139,0.8637,0.2857,15.4167,17.2738,0.0
134,abfquoelx.com,https://abfquoelx.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,,0.6111,0.0,0.4,0.0,0.0,0.0
135,lesfermesdespoir.fr,https://lesfermesdespoir.fr,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),38.4782,Low,0.5139,0.6541,0.2143,15.4167,13.0826,0.0
136,s-s-a.us,https://s-s-a.us,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,0.0,Low,0.6444,0.0,0.4286,19.3333,0.0,0.0
137,jicm0yo.vip,https://jicm0yo.vip,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Jio,0.0,,0.8476,0.0,0.6,0.0,0.0,0.0
138,my-auth23948.com,https://my-auth23948.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,54.6682,Low,0.4444,0.9294,0.1967,13.3333,18.5872,0.0
139,inesceramica.pt,https://inesceramica.pt,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9827,Low,0.6389,0.8837,0.4,19.1667,17.6741,0.0
140,slexironphdrexox.world,https://slexironphdrexox.world,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),50.4546,Low,0.5972,0.8577,0.2105,17.9167,17.1546,0.0
141,71042.vip,https://71042.vip,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.1819,Low,0.5222,0.5811,0.2353,15.6667,11.6219,0.0
142,zh-ptgaming.com,https://zh-ptgaming.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,33.8144,Low,0.5354,0.7777,0.3,16.0606,15.5546,0.0
143,uidaiaadhardownload.com,https://uidaiaadhardownload.com,resolved,accepted,fetched,True,,,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,"Unique Identification Authority of India (UIDAI)
",56.0599,Low,0.8526,0.515,0.4167,25.5789,10.2994,0.0
144,optimacapitalvc.com,https://optimacapitalvc.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.0942,Low,0.5556,0.7836,0.27,16.6667,15.672,0.0
145,twentysixer.ru,https://twentysixer.ru,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Vodafone Idea (VI),0.0,Low,0.5606,0.0,0.2667,16.8182,0.0,0.0
146,brierleysovereigngroup.info,https://brierleysovereigngroup.info,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,Low,0.6034,0.0,0.2778,18.1025,0.0,0.0
147,sportrade.blog,https://sportrade.blog,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,Low,0.5907,0.0,0.2857,17.7222,0.0,0.0
148,nmjiaojinginc.shop,https://nmjiaojinginc.shop,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.6775,Low,0.5761,0.6575,0.4348,17.2821,13.1504,0.0
149,airtell.ai,https://airtell.ai,resolved,accepted,failed,True,,,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,0.0,Low,0.9714,0.0,0.9231,29.1429,0.0,0.0
150,lml2vipaff05.cc,https://lml2vipaff05.cc,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.1701,Low,0.5,0.5809,0.25,15.0,11.6178,0.0
151,pnblndia.bank.in,https://pnblndia.bank.in,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),0.0,,0.9083,0.0,0.875,0.0,0.0,0.0
152,pnb-india.in,https://pnb-india.in,resolver_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,Punjab National Bank (PNB),0.0,,0.9741,0.0,0.9712,0.0,0.0,0.0
153,saudenervocuremax.shop,https://saudenervocuremax.shop,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,30.9966,Low,0.5499,0.7129,0.3077,16.4967,14.2584,0.0
154,jardines10.com,https://jardines10.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.7111,0.0,0.5,21.3333,0.0,0.0
155,learningonly.store,https://learningonly.store,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9827,Low,0.6111,0.8837,0.2667,18.3333,17.6741,0.0
156,metaads.pro,https://metaads.pro,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,29.1629,Low,0.5886,0.8749,0.375,17.6587,17.4977,0.0
157,enerzyph.com,https://enerzyph.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,,0.5833,0.0,0.405,0.0,0.0,0.0
158,connect2people360x.info,https://connect2people360x.info,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.4422,Low,0.5889,0.7045,0.3571,17.6667,14.0903,0.0
159,moisesdevweb.com,https://moisesdevweb.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),45.3644,Low,0.5722,0.7712,0.3936,17.1667,15.4239,0.0
160,zrsanalyst.com,https://zrsanalyst.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.8837,Low,0.5167,0.797,0.33,15.5,15.9405,0.0
161,pack101.org,https://pack101.org,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Indian Oil Corporation Limited (IOCL),0.0,,0.5952,0.0,0.3636,0.0,0.0,0.0
162,cppcccare.com,https://cppcccare.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6111,0.0,0.4,0.0,0.0,0.0
163,shelbyserves.com,https://shelbyserves.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),36.6222,Low,0.5167,0.6226,0.3027,15.5,12.4516,0.0
164,accountauthenticate.com,https://accountauthenticate.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6314,0.0,0.4242,0.0,0.0,0.0
165,fjudoeuskadi.eus,https://fjudoeuskadi.eus,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",27.3073,Low,0.5222,0.4642,0.4706,15.6667,9.2845,0.0
166,jskbalaghat.org,https://jskbalaghat.org,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4734,Low,0.5571,0.9999,0.3478,16.7121,19.9978,0.0
167,lucilalehmann.com,https://lucilalehmann.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",0.0,,0.6103,0.0,0.3333,0.0,0.0,0.0
168,hraihpsa.ca,https://hraihpsa.ca,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),28.9383,Low,0.5833,0.6656,0.3333,17.5,13.3116,0.0
169,nevermindmedia.ch,https://nevermindmedia.ch,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.4087,Low,0.6032,0.8739,0.2353,18.0952,17.479,0.0
170,8eight.com.tw,https://8eight.com.tw,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,Low,0.6667,0.0,0.4444,20.0,0.0,0.0
171,tutu-and-tiaras.com,https://tutu-and-tiaras.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,Low,0.6444,0.0,0.4967,19.3333,0.0,0.0
172,ofertaa643842315.sbs,https://ofertaa643842315.sbs,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,,0.5982,0.0,0.3333,0.0,0.0,0.0
173,secure-kyc.com,https://secure-kyc.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.6222,0.8836,0.3077,18.6667,17.671,0.0
174,preprod-ucimtbworldseries.com,https://preprod-ucimtbworldseries.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,,0.7067,0.0,0.2143,0.0,0.0,0.0
175,yktdeo.com,https://yktdeo.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4732,Low,0.5,0.9999,0.2222,15.0,19.9977,0.0
176,discretion.shop,https://discretion.shop,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,IDFC FIRST Bank,0.0,Low,0.6444,0.0,0.4211,19.3333,0.0,0.0
177,e7v7c6y.com,https://e7v7c6y.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.4921,0.8836,0.4,14.7619,17.671,0.0
178,manto90.store,https://manto90.store,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,40.0405,Low,0.5119,0.9209,0.2667,15.3571,18.4186,0.0
179,penn-hpp.com,https://penn-hpp.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),53.3675,Low,0.4861,0.9072,0.1818,14.5833,18.1449,0.0
180,chillcollege.com,https://chillcollege.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6167,0.0,0.3529,18.5,0.0,0.0
181,aifinance.global,https://aifinance.global,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),29.132,Low,0.6185,0.6992,0.4211,18.5556,13.9834,0.0
182,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.7051,0.0,0.5517,0.0,0.0,0.0
183,permabrows.us,https://permabrows.us,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Airtel,24.666,Low,0.5651,0.5673,0.25,16.9524,11.3464,0.0
184,jiaotongzd.com,https://jiaotongzd.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,36.7225,Low,0.6206,0.8446,0.4167,18.619,16.8924,0.0
185,shaart.com,https://shaart.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4734,Low,0.5833,0.9999,0.3333,17.5,19.9978,0.0
186,conciergerie-niort.fr,https://conciergerie-niort.fr,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),55.5597,Low,0.6111,0.9445,0.1905,18.3333,18.8903,0.0
187,eeeey.cc,https://eeeey.cc,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.5111,0.8836,0.25,15.3333,17.671,0.0
188,786786786786.com,https://786786786786.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.5,0.0,0.2522,0.0,0.0,0.0
189,doggiemax.com,https://doggiemax.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,0.0,Low,0.6027,0.0,0.43,18.0808,0.0,0.0
190,hollandgroupandassociates.com,https://hollandgroupandassociates.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,33.7641,Low,0.6083,0.574,0.303,18.25,11.4798,0.0
191,reward-expiry.com,https://reward-expiry.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,,0.5912,0.0,0.53,0.0,0.0,0.0
192,n6k6jqg8.top,https://n6k6jqg8.top,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,0.0,,0.5417,0.0,0.3,0.0,0.0,0.0
193,pornxmodel.click,https://pornxmodel.click,resolver_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.6222,0.0,0.3077,0.0,0.0,0.0
194,crplasticos.com.br,https://crplasticos.com.br,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.4644,Low,0.5848,0.7899,0.381,17.5455,15.7979,0.0
195,tnkproject.com,https://tnkproject.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,,0.6417,0.0,0.3633,0.0,0.0,0.0
196,bit.ly,https://bit.ly,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,36.052,Low,0.6389,0.6129,0.3636,19.1667,12.2577,0.0
197,pnbindia-kyd.com,https://pnbindia-kyd.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary,Punjab National Bank (PNB),0.0,,0.9333,0.0,0.8,0.0,0.0,0.0
198,landscapebyvera.com,https://landscapebyvera.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,0.0,Low,0.6468,0.0,0.4516,19.4028,0.0,0.0
199,ezbrd.co,https://ezbrd.co,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.5111,0.8836,0.25,15.3333,17.671,0.0
200,app-mkwangzhi.com,https://app-mkwangzhi.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),0.0,,0.5692,0.0,0.3778,0.0,0.0,0.0
201,avbyfpho.shop,https://avbyfpho.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,,0.5833,0.0,0.3333,0.0,0.0,0.0
202,mikogpt.ru,https://mikogpt.ru,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),48.5425,Low,0.4921,0.8252,0.2,14.7619,16.5044,0.0
203,syxtherocrex.world,https://syxtherocrex.world,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),36.0037,Low,0.4722,0.6121,0.2667,14.1667,12.2412,0.0
204,americanexpress-reward00175.ink,https://americanexpress-reward00175.ink,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,Low,0.6648,0.0,0.5238,19.9444,0.0,0.0
205,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.6341,0.0,0.6341,0.0,0.0,0.0
206,abx5n1n7.cc,https://abx5n1n7.cc,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.4921,Low,0.7083,0.7054,0.5556,21.25,14.1073,0.0
207,annarbormarket.com,https://annarbormarket.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),42.7437,Low,0.5651,0.7266,0.3633,16.9524,14.5328,0.0
208,edugig.xyz,https://edugig.xyz,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,,0.6667,0.0,0.4444,0.0,0.0,0.0
209,wantianzf.com,https://wantianzf.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6296,0.0,0.3333,18.8889,0.0,0.0
210,prototanya.org,https://prototanya.org,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,39.118,Low,0.4857,0.8997,0.4167,14.5714,17.9943,0.0
211,eatalymarket.shop,https://eatalymarket.shop,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,31.7328,Low,0.5556,0.7299,0.3333,16.6667,14.5971,0.0
212,hgi5z6n1d.vip,https://hgi5z6n1d.vip,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.4921,Low,0.5444,0.7054,0.3158,16.3333,14.1073,0.0
213,flydownloads.space,https://flydownloads.space,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Canara Bank,35.8417,Low,0.4722,0.8244,0.1667,14.1667,16.4872,0.0
