input_position,input_url,normalized_url,source_workbook,raw_url,hashed_at_utc,target_url_sha256,hash_mode,domain,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,score_margin,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component,hash_anchor,review_reason,screenshot_path,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash
37,fresna.online,https://fresna.online,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://fresna.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,,0.6389,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,fresna.online,,32012,False,stage1_low_suspicion,0.0,,,,,,,,,0.4286,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
38,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://zh-ptgaming.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,,0.6162,False,0,0,0,4,4,False,iframe_present,False,False,False,0,0,zh-ptgaming.com,,1303,False,stage1_low_suspicion,0.0,,,,,,,,,0.2857,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
39,emon793hoky.online,https://emon793hoky.online,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://emon793hoky.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.6212,False,0,0,0,0,0,False,,False,False,False,0,0,emon793hoky.online,,7075,False,stage1_low_suspicion,0.0,,,,,,,,,0.4211,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
40,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://udbijaayurveda.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6429,False,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,udbijaayurveda.com,udbijaayurveda.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4615,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
41,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,,0.6444,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4211,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
42,easy-sponso.com,https://easy-sponso.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://easy-sponso.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,,0.5909,False,0,0,0,0,0,False,,False,False,False,0,0,easy-sponso.com,,5090,False,stage1_low_suspicion,0.0,,,,,,,,,0.3829,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
43,roblox303.store,https://roblox303.store,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://roblox303.store,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,,0.6296,False,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,roblox303.store,,4587,False,stage1_low_suspicion,0.0,,,,,,,,,0.3333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
44,kirin77.site,https://kirin77.site,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://kirin77.site,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.6905,False,0,0,0,0,0,False,,False,False,False,0,0,kirin77.site,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
45,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://www.moisesdevweb.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.5907,False,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,1,www.moisesdevweb.com,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4762,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
46,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarahsbclife.com,0.0,,,0.6798,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4967,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
47,pornxmodel.click,https://pornxmodel.click,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,,0.6222,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3077,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
48,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://hraihpsa.ca,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.7083,False,12,4,0,0,16,False,favicon_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,hraihpsa.ca,hraihpsa.ca,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
49,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://saudenervocuremax.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbicard.com,0.0,,,0.6028,False,0,0,0,0,0,False,,False,False,False,0,0,saudenervocuremax.shop,saudenervocuremax.shop,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.25,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
50,rjpnbv.com,https://rjpnbv.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,,0.8333,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.6667,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
51,yktdeo.com,https://yktdeo.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://yktdeo.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.625,False,0,0,0,0,0,False,,False,False,False,0,0,yktdeo.com,,0,False,stage1_low_suspicion,0.0,,,,,,,,,0.4586,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
52,jlchuhai.com,https://jlchuhai.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfclife.com,0.0,,,0.5833,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.28,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
53,bogitekniikka.fi,https://bogitekniikka.fi,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://bogitekniikka.fi,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,,0.6816,False,0,0,0,0,0,False,,False,False,False,0,0,bogitekniikka.fi,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4762,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
54,lucilalehmann.com,https://lucilalehmann.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,,0.6103,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
55,yataganharem5.click,https://yataganharem5.click,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://yataganharem5.click,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),abdm.gov.in,0.0,,,0.6316,False,8,4,0,0,12,False,redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,yataganharem5.click,hostarmada.com,21457,False,stage1_low_suspicion,0.0,,,,,,,,,0.3478,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
56,jicm0yo.vip,https://jicm0yo.vip,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,,0.8476,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.6,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
57,wintergroupsecurity.com,https://wintergroupsecurity.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.6294,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4004,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
58,mikogpt.ru,https://mikogpt.ru,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://mikogpt.ru,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,,0.6508,False,0,0,0,0,0,False,,False,False,False,0,0,mikogpt.ru,mikogpt.ru,7693,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
59,exodusbrk.com,https://exodusbrk.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://exodusbrk.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axis.bank.in,0.0,,,0.5741,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,exodusbrk.com,exodusbrk.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.3077,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
60,alyxara.com,https://alyxara.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://alyxara.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarabank.bank.in,0.0,,,0.6571,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,alyxara.com,,32012,False,stage1_low_suspicion,0.0,,,,,,,,,0.4706,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
61,djgekcf.icu,https://djgekcf.icu,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://djgekcf.icu,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfclife.com,0.0,,,0.6012,False,0,0,0,0,0,False,,False,False,False,0,0,djgekcf.icu,,3,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
62,dikagegrid.click,https://dikagegrid.click,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://dikagegrid.click,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbicard.com,0.0,,,0.6571,False,0,0,0,0,0,False,,False,False,False,0,0,dikagegrid.click,,13,False,stage1_low_suspicion,0.0,,,,,,,,,0.4706,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
63,anxunh.top,https://anxunh.top,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,indusind.bank.in,0.0,,,0.625,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4286,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
64,eatalymarket.shop,https://eatalymarket.shop,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://eatalymarket.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.7492,False,4,14,0,0,18,False,body_brand_match|login_form|auth_wording|multi_input_form,False,True,False,1,0,eatalymarket.shop,img.eatalymarket.shop,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5385,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
65,americanexpress-reward00175.ink,https://americanexpress-reward00175.ink,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,,,0.6648,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5238,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
66,pack101.org,https://pack101.org,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Oil Corporation Limited (IOCL),iocl.com,0.0,,,0.5952,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3636,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
67,discretion.shop,https://discretion.shop,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://discretion.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,IDFC FIRST Bank,idfcfirst.bank.in,0.0,,,0.6444,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,discretion.shop,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.4211,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
68,thirdshelterpress.com,https://thirdshelterpress.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://thirdshelterpress.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,,,0.6728,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,thirdshelterpress.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.5925,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
69,ank2014.biz,https://ank2014.biz,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,,0.6349,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4211,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
70,hollandgroupandassociates.com,https://hollandgroupandassociates.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://hollandgroupandassociates.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,,0.6383,False,0,0,0,0,0,False,,False,False,False,0,0,hollandgroupandassociates.com,img1.wsimg.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4118,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
71,thinkproguard.com,https://thinkproguard.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://proguardplans.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,,0.6068,False,0,0,6,4,10,False,suspicious_hosting_provider|final_domain_changed,False,False,False,0,1,proguardplans.com,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.28,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
72,hysefo.com,https://hysefo.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://domains.atom.com/lpd/name/hysefo.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6111,False,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,2,1,domains.atom.com,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
73,8740i4ji8ki.shop,https://8740i4ji8ki.shop,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,,0.6162,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.2857,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
74,netsafe.ovh,https://netsafe.ovh,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://netsafe.ovh,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bsestarmf.in,0.0,,,0.6899,False,0,0,0,0,0,False,,False,False,False,0,0,netsafe.ovh,,1035,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
75,optimacapitalvc.com,https://optimacapitalvc.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://optimacapitalvc.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,icici.bank.in,0.0,,,0.6,False,0,18,0,0,18,False,form_action_mismatch|multi_input_form,False,False,True,0,0,optimacapitalvc.com,optimacapitalvc.com,17841,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
76,zrsanalyst.com,https://zrsanalyst.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://www.zrsanalyst.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.0,,,0.6833,False,0,0,0,0,0,False,,False,False,False,0,1,www.zrsanalyst.com,,17004,False,stage1_low_suspicion,0.0,,,,,,,,,0.4286,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
77,root-ro.info,https://root-ro.info,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,,0.619,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4286,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
78,syxtherocrex.world,https://syxtherocrex.world,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://syxtherocrex.world,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.5556,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,syxtherocrex.world,syxtherocrex.world,13253,False,stage1_low_suspicion,0.0,,,,,,,,,0.25,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
79,snowtime.shop,https://snowtime.shop,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://snowtime.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,,0.6722,False,0,0,0,0,0,False,,False,False,False,0,0,snowtime.shop,img1.wsimg.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4444,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
80,allnaturalherbalmedicines.com,https://allnaturalherbalmedicines.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canararobeco.com,0.0,,,0.6663,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5165,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
81,e7v7c6y.com,https://e7v7c6y.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://thqk.f5h9u5s.com/download?&from=e7v7c6y.com&_ts=%3D%3DgMyUSO2UzMxATN2YTN3cTMyITJ,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,,0.5952,False,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,1,1,thqk.f5h9u5s.com,upload-us.f-1-g-h.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.3636,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
82,beatyourbuddies.online,https://beatyourbuddies.online,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://beatyourbuddies.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.6329,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,0,beatyourbuddies.online,beatyourbuddies.online,1715,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
83,ub-futas.hu,https://ub-futas.hu,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://ub-futas.hu,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bsestarmf.in,0.0,,,0.5694,False,0,0,0,0,0,False,,False,False,False,0,0,ub-futas.hu,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.3529,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
84,aithink.world,https://aithink.world,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.0,,,0.6762,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
