Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,stage1_passthrough,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,hash_component,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,typo_similarity,typo_min_score_used,typo_decision_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt
State Bank of India (SBI),corp.onlinesbi.sbi,https://onlinekredit.org,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,37.381,Low,37.381,weak_evidence,0.8722,0.8722,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://onlinekredit.org/,,,,37.381,26.1667,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinekredit.org,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\onlinekredit.org.png,online kredit vergleich mit schnellrechner - onlinekredit.org,"online kredit vergleich mit schnellrechner - onlinekredit.org online kredit online kredit vergleich mit dem bekannten schnellrechner laufzeitunabhängig kredit online beantragen top-kundenbewertungen baufinanzierung online baufinanzierung vergleich baufinanzierung ab 1,16% bis 1million euro kauf / neubau / umschuldung / umbau baufinanzierung online beantragen top-kundenbewertungen online kredit jetzt geht online banking richtig einfach den ihren nächsten wohnkredit, rahmenkredit oder privatkredit"
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://camerasolaire.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,44.6684,Low,44.6684,weak_evidence,0.8636,0.8636,0.6957,0.7257,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://www.secutec.org/,,,,44.6684,25.9077,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,www.secutec.org,,0,True,lexical_hit,0.7257,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\camerasolaire.com.png,," nous serons bientôt de retour. notre boutique est en maintenance nous effectuons actuellement des mises à jour pour améliorer votre expérience.en attendant, vous pouvez visiter notre site principal en cliquant ci-dessous."
State Bank of India (SBI),corp.onlinesbi.sbi,https://onlinecasino-turkey.space,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,58.7719,Low,58.7719,weak_evidence,0.862,0.862,0.5714,0.5714,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://onlinecasino-turkey.space/,,,,58.7719,25.8596,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinecasino-turkey.space,,0,True,lexical_hit,0.5714,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\onlinecasino-turkey.space.png,fortinet secure dns service portal,fortinet secure dns service portal web page blocked!
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,http://icc-vi.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,0.0,Low,0.0,weak_evidence,0.5397,0.5397,0.3077,0.3077,False,False,fallback_top_k,lexical,False,network_corroboration,,True,ICICI Bank,False,True,False,False,network_corroboration,network_corroboration,fetched,available,,,http://icc-vi.com/,,,,0.0,16.1905,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,icc-vi.com,,0,True,lexical_hit,0.3077,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,False,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\icc-vi.com.png,web filter violation,web filter violation fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page that is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here. 
Reserve Bank of India (RBI),rbi.org.in,https://rbjiu.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,46.2069,Low,46.2069,weak_evidence,0.8933,0.8933,0.75,0.75,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Reserve Bank of India (RBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://rbjiu.com/,,,,46.2069,26.8,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,rbjiu.com,,0,True,lexical_hit,0.75,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\rbjiu.com.png,403 forbidden,403 forbidden 403 forbidden
State Bank of India (SBI),corp.onlinesbi.sbi,https://onlywine.app,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,37.0238,Low,37.0238,weak_evidence,0.8639,0.8639,0.7059,0.7059,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://www.onlywine.app/,,,,37.0238,25.9167,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,www.onlywine.app,,0,True,lexical_hit,0.7059,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\onlywine.app.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.
State Bank of India (SBI),sbi.co.in,https://sebuit.click,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.5357,Low,45.5357,weak_evidence,0.85,0.85,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://sebuit.click/,,,,45.5357,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sebuit.click,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\sebuit.click.png,,403 forbidden
Jio,jio.com,https://jioso.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,61.8182,Low,61.8182,weak_evidence,0.9067,0.9067,0.75,0.78,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Jio,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://jioso.com/,,,,61.8182,27.2,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jioso.com,,0,True,lexical_hit,0.78,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\jioso.com.png,fortinet secure dns service portal,fortinet secure dns service portal web page blocked!
National Health Authority (NHA),nha.gov.in,https://nuhant.com.br,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,57.9545,Low,57.9545,weak_evidence,0.85,0.85,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,National Health Authority (NHA),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://nuhant.com.br/,,,,57.9545,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,nuhant.com.br,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\nuhant.com.br.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.
Airtel,airtel.in,https://airtss.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,46.4286,Low,46.4286,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Airtel,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://airtss.com/,,,,46.4286,26.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtss.com,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\airtss.com.png,大價股雙系統框架分享會 | 優識 倍升學院,大價股雙系統框架分享會 | 優識 倍升學院 大價股雙系統框架 退休股 × 強勢股 · 由 hilton sir 親自拆解 💰 學員實戰成績（2026年最新） 06696 多想雲 · 2026年3月 組合盈利 · 2026年2月 2 星期成績 · 2026年2月 分享會現場實況 📊 分享會首度公開 「退休股 × 強勢股」雙系統精準分類大價股，唔同目標用唔同打法 揀股至止賺全流程 sop由入場到注碼管理，投資變標準化流程 唔使盯盤嘅節奏教學每週/每月系統化審視，忙碌都保持紀律 告別情緒交易心法將「靠運氣」變成「靠流程」 🏆 往績紀錄 2023年 全倉 +155% 2022年 全倉 +59.91% 2021年 全倉 +107% 💬 學員真實回饋 學員真實對話截圖（已隱藏個人資料） ❓ 常見問題 📝 立即免費報名 報名成功！ 我們會透過 whatsapp 發送 zoom 連結。請留意 whatsapp 訊息！ 講師：hilton yuen 驍騰原
All India Institute of Medical Sciences (AIIMS),aiims.edu,https://3daxis.xyz,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,0.0,Low,0.0,weak_evidence,0.7,0.7,0.5455,0.5455,False,False,fallback_top_k,lexical,False,network_corroboration,,True,Axis Bank,False,True,False,False,network_corroboration,network_corroboration,fetched,available,,,https://3daxis.xyz/,,,,0.0,21.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,3daxis.xyz,,0,True,lexical_hit,0.5455,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,False,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\3daxis.xyz.png,redirecting...,redirecting...
Canara Bank,canarahsbclife.com,https://canaci.com.tr,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,47.449,Low,47.449,weak_evidence,0.8857,0.8857,0.6,0.6,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Canara Bank,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://canaci.com.tr/,,,,47.449,26.5714,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,canaci.com.tr,,0,True,lexical_hit,0.6,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\canaci.com.tr.png,"doğal maraş çamanı çeşitleri - acılı can aci ve acısız can tat
 – canacı","
      doğal maraş çamanı çeşitleri - acılı can aci ve acısız can tat
 – canacı 

                                  avantajli ürünler
                                
 
canacı



 

                        avantajli ürünler
                      
 ürünlerimiz geleneksel maraş reçeteleriyle hazırlanan, sofralarınızın gizli dokunuşu olacak özel üretim çemen ve soslarımızı keşfedin. can aci geleneksel acılı kahramanmaraş çamanı. taze sarımsak ve özel acı biber harmanıyla hazırlanan, katkısız ve doğ"
Election Commision of India (ECI),eci.gov.in,https://efcity.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,57.9545,Low,57.9545,weak_evidence,0.85,0.85,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Election Commision of India (ECI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://domains.atom.com/lpd/name/efcity.com?__cf_chl_rt_tk=FholgVOVYfZ17IMwYzyTVQu_PKa72tbmHVeQ9801jgA-1775714702-1.0.1.1-3lhV9iN5nPUNCGduGlS16mcIt3VYJ3kRuoehZmEoSyE,,,,57.9545,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,domains.atom.com,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\efcity.com.png,just a moment...,just a moment...
State Bank of India (SBI),corp.onlinesbi.sbi,https://0nlineservices.info,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,60.8225,Low,60.8225,weak_evidence,0.8921,0.8921,0.6957,0.6957,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://0nlineservices.info/,,,,60.8225,26.7619,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0nlineservices.info,,0,True,lexical_hit,0.6957,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\0nlineservices.info.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://casaolive.co,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,58.6869,Low,58.6869,weak_evidence,0.8607,0.8607,0.7368,0.7368,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://casaolive.co/password,,,,58.6869,25.8222,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,casaolive.co,,0,True,lexical_hit,0.7368,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\casaolive.co.png,– casa olive,"
      

        – casa olive 
              casa olive
             
            opening soon
           
be the first to know when we launch.
 be the first to know when we launch. 
    share
     
                enter store using password
               
                are you the store owner? log in here
"
State Bank of India (SBI),corp.onlinesbi.sbi,https://onlinetalk.online,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,58.1818,Low,58.1818,weak_evidence,0.8533,0.8533,0.6316,0.6316,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://onlinetalk.online/,,,,58.1818,25.6,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinetalk.online,,0,True,lexical_hit,0.6316,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\onlinetalk.online.png,web filter violation,web filter violation fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page that is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here. 
Air India,airindiaexpress.com,https://industrr.online,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,0.0,Low,0.0,weak_evidence,0.5861,0.5861,0.3478,0.3478,False,False,fallback_top_k,lexical,False,network_corroboration,,True,IndusInd Bank,False,True,False,False,network_corroboration,network_corroboration,fetched,available,,,https://industrr.online/,,,,0.0,17.5833,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,industrr.online,,0,True,lexical_hit,0.3478,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,False,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\industrr.online.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.
Airtel,airtel.in,https://aidrt.xyz,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.9524,Low,45.9524,weak_evidence,0.8578,0.8578,0.7273,0.7273,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Airtel,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://aidrt.xyz/,,,,45.9524,25.7333,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,aidrt.xyz,,0,True,lexical_hit,0.7273,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\aidrt.xyz.png,redirecting...,redirecting...
Canara Bank,canararobeco.com,https://canoble.shop,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.5357,Low,45.5357,weak_evidence,0.85,0.85,0.6316,0.6316,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Canara Bank,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched_visual_missing,missing,screenshot_timeout,Page.screenshot: Timeout 6000ms exceeded. | Call log: - taking page screenshot | - disabled all CSS animations | - waiting for fonts to load...,https://canoble.shop/,,,,45.5357,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,canoble.shop,,0,True,lexical_hit,0.6316,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,canoble.shop,canoble.shop
Income Tax Department,incometaxindia.gov.in,https://incan.pub,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.5357,Low,45.5357,weak_evidence,0.85,0.85,0.5263,0.5263,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Income Tax Department,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://incan.pub/,,,,45.5357,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,incan.pub,,0,True,lexical_hit,0.5263,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\incan.pub.png,incan.pub - incan resources and information.,incan.pub - incan resources and information.
State Bank of India (SBI),corp.onlinesbi.sbi,http://onlinehostsreviews.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,59.0909,Low,59.0909,weak_evidence,0.8667,0.8667,0.5926,0.5926,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,http://onlinehostsreviews.com/,,,,59.0909,26.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinehostsreviews.com,,0,True,lexical_hit,0.5926,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\onlinehostsreviews.com.png,"web hosting reviews web hosting review web host reviews online 
		web hosts review website hosting reviews best web host","web hosting reviews web hosting review web host reviews online 
		web hosts review website hosting reviews best web host godaddy offers 20% off! we have teamed up with godaddy.com and our proud to offer you a deep 20% 
								discount on their products. when you spend $50 or more at godaddy, you are 
								eligible to receive our promotional discount. click the link below to redeem 
								the coupon code and access this special offer.
							 $1.99 a month hosting at web hosting pad get unl"
Air India,airindiaexpress.com,http://indipindi.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,0.0,Low,0.0,weak_evidence,0.5778,0.5778,0.4167,0.4467,False,False,fallback_top_k,lexical,False,network_corroboration,,True,IndusInd Bank,False,True,False,False,network_corroboration,network_corroboration,fetched,available,,,https://indipindi.com/lander,,,,0.0,17.3333,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,indipindi.com,,0,True,lexical_hit,0.4467,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,False,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\indipindi.com.png,403 forbidden,403 forbidden 403 forbidden
Election Commision of India (ECI),eci.gov.in,https://encais.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,57.9545,Low,57.9545,weak_evidence,0.85,0.85,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Election Commision of India (ECI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://encais.com/,,,,57.9545,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,encais.com,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\encais.com.png,encais - smart cash application,"encais - smart cash application automate yourfinance operations with ai cash application, treasury, collections, billing, and analytics. one platform for oracle erp cloud. deploy in days, not months. the cash application challenge traditional approaches leave money on the table. encais changes that. how it works four seamless steps from bank statement to posted receipt. sync pull bank statements from oracle bip reports automatically via scheduled jobs or on-demand triggers. match 5-layer ai engi"
BSE Ltd.,bseindia.com,http://industria-ejidal.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,0.0,Low,0.0,weak_evidence,0.5972,0.5972,0.4167,0.4467,False,False,fallback_top_k,lexical,False,network_corroboration,,True,IndusInd Bank,False,True,False,False,network_corroboration,network_corroboration,fetched,available,,,http://industria-ejidal.com/,,,,0.0,17.9167,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,industria-ejidal.com,,0,True,lexical_hit,0.4467,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,False,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\industria-ejidal.com.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.
Air India,airindiaexpress.com,http://industrihire.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,0.0,Low,0.0,weak_evidence,0.6083,0.6083,0.4444,0.4744,False,False,fallback_top_k,lexical,False,network_corroboration,,True,IndusInd Bank,False,True,False,False,network_corroboration,network_corroboration,fetched,available,,,https://industrihire.com/lander,,,,0.0,18.25,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,industrihire.com,,0,True,lexical_hit,0.4744,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,False,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\industrihire.com.png,403 forbidden,403 forbidden 403 forbidden
State Bank of India (SBI),corp.onlinesbi.sbi,https://onlineaffilate.site,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.8333,Low,45.8333,weak_evidence,0.8556,0.8556,0.6087,0.6087,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://onlineaffilate.site/,,,,45.8333,25.6667,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlineaffilate.site,,0,True,lexical_hit,0.6087,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\onlineaffilate.site.png,redirecting...,redirecting...
State Bank of India (SBI),corp.onlinesbi.sbi,https://online-chicken.store,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.8333,Low,45.8333,weak_evidence,0.8556,0.8556,0.6087,0.6087,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://online-chicken.store/lander,,,,45.8333,25.6667,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,online-chicken.store,,0,True,lexical_hit,0.6087,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\online-chicken.store.png,403 forbidden,403 forbidden 403 forbidden
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://citsonline.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,60.0,Low,60.0,weak_evidence,0.88,0.88,0.8,0.83,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://citsonline.com/,,,,60.0,26.4,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,citsonline.com,,0,True,lexical_hit,0.83,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\citsonline.com.png,fortinet secure dns service portal,fortinet secure dns service portal web page blocked!
