Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewebauth.icu
National Health Authority (NHA),nha.gov.in,neghab.click
All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,aiim-demo.com
National Informatics Centre (NIC),cloud.gov.in,cloudfraction.com
National Informatics Centre (NIC),cloud.gov.in,aloud.live
State Bank of India (SBI),homeloans.sbi,hometoshak.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,casinolynx.com
Bank of Baroda,bankofbaroda.bank.in,bankofcostarica.com
National Informatics Centre (NIC),cloud.gov.in,cloudflowers.net
State Bank of India (SBI),homeloans.sbi,homeslegal.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,aiimonline.com
IndusInd Bank,indusind.bank.in,indufroid.site
National Informatics Centre (NIC),cloud.gov.in,cloudfederation.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcardinal.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,mapasonline.com
Airtel,airtel.in,airegulus.com
National Informatics Centre (NIC),cloud.gov.in,cloud-stash.tech
Indian Space Research Organisation (ISRO),sac.gov.in,siacm.gs
Indian Space Research Organisation (ISRO),isro.gov.in,insurons.com
National Informatics Centre (NIC),cloud.gov.in,cloudminers.xyz
Kfintech,kfintech.com,llfintech.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianwall.com
State Bank of India (SBI),homeloans.sbi,homex-sa.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineshare.info
Airtel,airtel.in,airset.net
National Informatics Centre (NIC),cloud.gov.in,cloudin.asia
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,nros.net
Indian Oil Corporation Limited (IOCL),iocl.com,ironclaw.ca
Bank of Baroda,bankofbaroda.bank.in,bankofmesa.com
IndusInd Bank,indusind.bank.in,indusqi.com
Reserve Bank of India (RBI),rbi.org.in,rbifund.co.in
Reserve Bank of India (RBI),rebit.org.in,arbit.net.pl
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineksyun.com
State Bank of India (SBI),homeloans.sbi,homeclaw.app
Axis Bank,axis.bank.in,axisfab3d.com
Election Commision of India (ECI),eci.gov.in,ecowin.info
National Informatics Centre (NIC),cloud.gov.in,cluod.help
Vodafone Idea (VI),myvi.in,myviettelvn.click
National Informatics Centre (NIC),cloud.gov.in,cloud-nex.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiimai.dev
State Bank of India (SBI),homeloans.sbi,homezoos.com
State Bank of India (SBI),homeloans.sbi,hometeamnb.com
State Bank of India (SBI),sbi.co.in,subito.today
Coal India,coalindia.in,coalitionscan.com
IndusInd Bank,indusind.bank.in,industryredy.com
State Bank of India (SBI),homeloans.sbi,homeofdomehats.com
National Informatics Centre (NIC),cloud.gov.in,cloudeus.org
National Informatics Centre (NIC),cloud.gov.in,cloudburstident.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinefiscal.com
State Bank of India (SBI),homeloans.sbi,homesomepai.com
National Informatics Centre (NIC),cloud.gov.in,xclouds.club
Kfintech,kfintech.com,konytech.com
Axis Bank,axis.bank.in,axiosbio.com
National Informatics Centre (NIC),cloud.gov.in,cloudanydevice.com
Reserve Bank of India (RBI),rebit.org.in,revbri.com
National Health Authority (NHA),abdm.gov.in,abad.win
National Informatics Centre (NIC),cloud.gov.in,cloudyvapor.com
Airtel,airtel.in,airtoenergy.com
National Informatics Centre (NIC),cloud.gov.in,cloudforge-labs.uk
Indian Space Research Organisation (ISRO),vssc.gov.in,vvss.us
National Informatics Centre (NIC),cloud.gov.in,cloudcommunications.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudaccounts.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,edition-notebook.sa.com
Jio,jio.com,jioepay.com
National Informatics Centre (NIC),authwebmail.nic.in,authen.help
Election Commision of India (ECI),eci.gov.in,ecosiv.com
Reserve Bank of India (RBI),rbi.org.in,rbpi.info
Indian Oil Corporation Limited (IOCL),iocl.com,icola.net
State Bank of India (SBI),sbi.co.in,sfbigh.com
National Informatics Centre (NIC),accounts.mgovcloud.in,atmocloud.com
Canara Bank,canarabank.com,canadaturk.com
National Informatics Centre (NIC),authwebmail.nic.in,authenticiemalli.world
National Informatics Centre (NIC),cloud.gov.in,clouddefenders.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudvlog.xyz
parivahan sewa,parivahan.gov.in,paraaf.com
National Informatics Centre (NIC),cloud.gov.in,cloudpagetutorials.com
Income Tax Department,incometaxindia.gov.in,marconiteindia.net
Air India,airindiaexpress.com,airmaxexpresss.com
National Informatics Centre (NIC),cloud.gov.in,cloudchat.vip
Indian Space Research Organisation (ISRO),sac.gov.in,sackids.us
Computer Age Management Services Ltd. (CAMS),camsonline.com,wiasonline.com
Indian Space Research Organisation (ISRO),sac.gov.in,ntb3.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudbridge.dev
State Bank of India (SBI),homeloans.sbi,homeplatebrokers.com
Punjab National Bank (PNB),pnb.bank.in,panbe.site
Vodafone Idea (VI),myvi.in,myvirtualbuddy.chat
National Informatics Centre (NIC),cloud.gov.in,cloudcooperative.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudasteroid.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcroftvillages.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianorganicshop.com
National Informatics Centre (NIC),cloud.gov.in,cloudtherapies.com
National Informatics Centre (NIC),cloud.gov.in,cloudonchip.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineddc.com
Punjab National Bank (PNB),pnb.bank.in,panbe.space
National Health Authority (NHA),nha.gov.in,nezha8.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsystems.cloud
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-seminar.jp
State Bank of India (SBI),homeloans.sbi,homeloansmichigan.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-kredite.com
National Health Authority (NHA),nha.gov.in,nhtpay.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiainternetworld.com
National Informatics Centre (NIC),cloud.gov.in,cloudcreativeugc.com
National Informatics Centre (NIC),cloud.gov.in,cloudhydrogen.xyz
Axis Bank,axis.bank.in,axies.engineer
Computer Age Management Services Ltd. (CAMS),camsonline.com,camshield.app
National Informatics Centre (NIC),cloud.gov.in,cloudfireoficial.com
National Informatics Centre (NIC),cloud.gov.in,cloudevergreen.com
Airtel,airtel.in,airsell.net
National Informatics Centre (NIC),cloud.gov.in,cloudrede.com
National Informatics Centre (NIC),cloud.gov.in,cloudeus.pro
Vodafone Idea (VI),myvi.in,myvisionof.com
Indian Space Research Organisation (ISRO),sac.gov.in,5acu3379.com
Reserve Bank of India (RBI),rbi.org.in,rb0imt.beauty
Election Commision of India (ECI),eci.gov.in,feigege.ec.cc
National Informatics Centre (NIC),cloud.gov.in,cloudecho.xyz
State Bank of India (SBI),homeloans.sbi,homegrowncigars.com
Airtel,airtel.in,airturf307.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineaxiom.xyz
Reserve Bank of India (RBI),rbi.org.in,orbi.cool
Punjab National Bank (PNB),netpnb.com,photoanimator.net.ru
Unique Identification Authority of India (UIDAI),uidai.gov.in,guidafin.com
National Informatics Centre (NIC),cloud.gov.in,cloudmuse.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,aionline.run
Air India,airindia.com,aiinertia.com
State Bank of India (SBI),homeloans.sbi,homelocalservices.biz
Indian Space Research Organisation (ISRO),isro.gov.in,insproit.com
National Informatics Centre (NIC),cloud.gov.in,cloudtomorrow.xyz
State Bank of India (SBI),sbi.co.in,sboziy.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online0x.xyz
Bank of Baroda,bankofbaroda.bank.in,bankofhbar.com
IndusInd Bank,indusind.bank.in,industri.us
BSE Ltd.,bsestarmf.in,basestar.ovh
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-gambling.biz
Vodafone Idea (VI),myvi.in,myvedicvibe.com
Airtel,airtel.in,airtravelspecialties.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinedatings767.xyz
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,crogs.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-casino-newsroom.com
BSE Ltd.,bseindia.com,byindian.com
State Bank of India (SBI),homeloans.sbi,homesforsaleinchicoca.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiansolder.cam
Punjab National Bank (PNB),netpnb.com,lis-skin.net.ru
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegrowthbridge.org
State Bank of India (SBI),homeloans.sbi,homeleads.biz
Indian Space Research Organisation (ISRO),sac.gov.in,search.forum
National Informatics Centre (NIC),cloud.gov.in,avacloud.online
parivahan sewa,parivahan.gov.in,para.land
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesssk.com
National Informatics Centre (NIC),cloud.gov.in,cloudnine.dating
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineseducer.com
National Informatics Centre (NIC),cloud.gov.in,cloudart.yt
National Health Authority (NHA),nha.gov.in,nchian.cc
State Bank of India (SBI),homeloans.sbi,homedepotn.com
Income Tax Department,incometaxindia.gov.in,incaion.online
All India Institute of Medical Sciences (AIIMS),aiims.edu,aidids.com
State Bank of India (SBI),homeloans.sbi,homesforsalesandysprings.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinedfs.com
National Informatics Centre (NIC),cloud.gov.in,cloudwitharyan.tech
Kfintech,kfintech.com,kiwanotech.com
Airtel,airtel.in,airlst.com
Indian Space Research Organisation (ISRO),sac.gov.in,saicem.top
National Informatics Centre (NIC),cloud.gov.in,clouddl.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcrd.com
Bank of Baroda,bankofbaroda.bank.in,bankld.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudnet75.com
State Bank of India (SBI),sbicard.com,desicard.com
National Informatics Centre (NIC),cloud.gov.in,cloudsermon.com
National Informatics Centre (NIC),cloud.gov.in,cloudfullstack.com
IDFC FIRST Bank,idfcfirst.bank.in,deaffirst.co.uk
Reserve Bank of India (RBI),rebit.org.in,krebsiti.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewizard.xyz
ICICI Bank,icici.bank.in,icicek.com
Indian Space Research Organisation (ISRO),sac.gov.in,sackss.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegrittech.com
IndusInd Bank,indusind.bank.in,inkedesignd.com
BSE Ltd.,bseindia.com,jesindia.com
Vodafone Idea (VI),myvi.in,myvivatours.com
Punjab National Bank (PNB),pnb.bank.in,panbe.sbs
Indian Space Research Organisation (ISRO),sac.gov.in,fgtk.sa.com
National Health Authority (NHA),nha.gov.in,bnhaa.fit
National Informatics Centre (NIC),cloud.gov.in,cloudhostingreview.com
State Bank of India (SBI),homeloans.sbi,home2sold.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,ones.agency
Reserve Bank of India (RBI),rbi.org.in,krbig.com
Election Commision of India (ECI),eci.gov.in,eechip.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiacouple.com
State Bank of India (SBI),homeloans.sbi,homeloanstroy.com
Bank of Baroda,bankofbaroda.bank.in,banksadda.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinebuckss.co
National Informatics Centre (NIC),cloud.gov.in,cloudbera.com
Indian Space Research Organisation (ISRO),sac.gov.in,saucer.casa
National Health Authority (NHA),nha.gov.in,nezha5.com
IndusInd Bank,indusind.bank.in,industrialsyndications.net
ICICI Bank,infiniti.icicibank.com,ichiback.com
State Bank of India (SBI),homeloans.sbi,homelotterynews.com
National Informatics Centre (NIC),cloud.gov.in,cloudsteps-boutique.com
Axis Bank,axis.bank.in,axisitbd.com
Vodafone Idea (VI),myvi.in,myvirtus.com
Reserve Bank of India (RBI),rebit.org.in,resbet.top
National Informatics Centre (NIC),cloud.gov.in,cloudwinds.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineordinal.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudjars.com
National Informatics Centre (NIC),accounts.mgovcloud.in,moodcloud.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudpoie.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,maonline2.xyz
Air India,airindia.com,iamrindia.com
Axis Bank,axis.bank.in,axis-of-worlds.com
State Bank of India (SBI),homeloans.sbi,home60515.com
Air India,airindia.com,saifindia.com
National Informatics Centre (NIC),cloud.gov.in,cloudplots.com
National Informatics Centre (NIC),cloud.gov.in,cloudifysmm.app
Reserve Bank of India (RBI),rebit.org.in,rebalio.com
Air India,airindia.com,iridan.com
National Informatics Centre (NIC),cloud.gov.in,cloudlimitless.com
Airtel,airtel.in,airtechhub.site
National Informatics Centre (NIC),cloud.gov.in,cloudmiral.com
National Informatics Centre (NIC),cloud.gov.in,cloudfinancing.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,sacback.com
Canara Bank,canarabank.com,canabook.com
National Informatics Centre (NIC),cloud.gov.in,cloudshikshak.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,pamsonline.com
Reserve Bank of India (RBI),rbi.org.in,rahbiz.com
National Informatics Centre (NIC),cloud.gov.in,cloud-aion.com
National Informatics Centre (NIC),cloud.gov.in,cloud705.com
State Bank of India (SBI),sbi.co.in,scbiet.com
Axis Bank,axis.bank.in,axisaicore.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinez.com
Kfintech,kfintech.com,fintechtr.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bsn111.com
Reserve Bank of India (RBI),rebit.org.in,remkit.com
Airtel,airtel.in,aitherlab.org
National Informatics Centre (NIC),cloud.gov.in,cloudvaulted.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,sanche.agency
National Informatics Centre (NIC),cloud.gov.in,clouddatahelp.com
Airtel,airtel.in,airwaterclub.com
National Informatics Centre (NIC),cloud.gov.in,cloudonymous.com
National Informatics Centre (NIC),cloud.gov.in,cloud6miner.cloud
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinosformobile.com
National Informatics Centre (NIC),cloud.gov.in,cloutdefined.biz
National Informatics Centre (NIC),cloud.gov.in,clouded-minds.com
Reserve Bank of India (RBI),rebit.org.in,rehabkit.com
Canara Bank,canarabank.com,canala-sa.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,cometsonline.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaeconomics.com
Axis Bank,axis.bank.in,axisai360.com
National Informatics Centre (NIC),cloud.gov.in,jxccloud.com
Reserve Bank of India (RBI),rebit.org.in,rebirthvirgo.com
National Informatics Centre (NIC),cloud.gov.in,cloudcrypt.xyz
Vodafone Idea (VI),myvi.in,moneyvit.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianolarecord.info
National Informatics Centre (NIC),cloud.gov.in,cloudencryption.xyz
State Bank of India (SBI),homeloans.sbi,homems.com
HDFC Bank,hdfcfund.com,cffund.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,cursoonline.site
Reserve Bank of India (RBI),rebit.org.in,ebit.one
Axis Bank,axis.bank.in,axisprints.com
State Bank of India (SBI),sbi.co.in,subib.com
National Informatics Centre (NIC),cloud.gov.in,cloudbudget.xyz
ICICI Bank,icici.bank.in,icivici.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineus.art
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemusicfestival.com
National Informatics Centre (NIC),cloud.gov.in,clouddy.cloud
State Bank of India (SBI),homeloans.sbi,homeroofcleaner.com
National Informatics Centre (NIC),cloud.gov.in,cloudsuperapp.net
Computer Age Management Services Ltd. (CAMS),camsonline.com,campaponline.com
Axis Bank,axis.bank.in,axiusprime.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianmobility.com
Reserve Bank of India (RBI),rebit.org.in,rebise.com
National Informatics Centre (NIC),cloud.gov.in,cloudmuters.com
National Informatics Centre (NIC),cloud.gov.in,cloudsaur.com
HDFC Bank,hdfclife.com,hdicfl.com
BSE Ltd.,bseindia.com,bukeindia.com
parivahan sewa,parivahan.gov.in,parimatch-casino-apk.com
State Bank of India (SBI),homeloans.sbi,homeloantv.com
State Bank of India (SBI),homeloans.sbi,homesforfalcons.com
National Informatics Centre (NIC),cloud.gov.in,cloudignite.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudroar.xyz
Unique Identification Authority of India (UIDAI),uidai.gov.in,idawi.com
National Informatics Centre (NIC),accounts.mgovcloud.in,gogicloud.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiafinder.com
Canara Bank,canarabank.com,canadianbread.com
National Informatics Centre (NIC),cloud.gov.in,cloud-schutterwald.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineatms.com
Jio,jio.com,jviopn.com
Air India,airindia.com,airindiaai.com
Axis Bank,axismaxlife.com,axiomai.ltd
Computer Age Management Services Ltd. (CAMS),camsonline.com,amsouthonline.us
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinoblogincanada.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecapital.xyz
Axis Bank,axismaxlife.com,axial-e.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesoon.com
State Bank of India (SBI),homeloans.sbi,home-cooks.com
State Bank of India (SBI),homeloans.sbi,homefiberglass.com
National Informatics Centre (NIC),cloud.gov.in,cloudsustain.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsquid.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlifeshop.com
Vodafone Idea (VI),myvi.in,myvivastyle.com
parivahan sewa,parivahan.gov.in,paarivahan.com
State Bank of India (SBI),homeloans.sbi,homeshoplink.com
National Health Authority (NHA),abdm.gov.in,albd.dev
Air India,airindia.com,aiperindia.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online152.com
IndusInd Bank,indusind.bank.in,industrie-dekor.com
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,nhsc.us
State Bank of India (SBI),homeloans.sbi,homeinsobha.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianfood1a.com
Airtel,airtel.in,air-teo.com
Coal India,coalindiatenders.nic.in,codineers.com
Axis Bank,axis.bank.in,axisstar.com
National Informatics Centre (NIC),cloud.gov.in,cloudvory.store
Election Commision of India (ECI),eci.gov.in,ecidum.rest
National Informatics Centre (NIC),authwebmail.nic.in,authease.xyz
Bank of Baroda,bankofbaroda.bank.in,bankorb.com
IDFC FIRST Bank,idfcfirst.bank.in,findfirst.link
Indian Space Research Organisation (ISRO),sac.gov.in,teamlabeart.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloud-dns-inc.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianiks.com
Bank of Baroda,bankofbaroda.bank.in,bandotblackraban.xyz
Airtel,airtelpayments.bank.in,tariffrepayment.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiclean.in
State Bank of India (SBI),homeloans.sbi,homelogix.ai
BSE Ltd.,bseindia.com,vsindia.com
Bank of Baroda,bankofbaroda.bank.in,bankwawa.com
National Informatics Centre (NIC),cloud.gov.in,cloudlineofficial.com
Indian Space Research Organisation (ISRO),sac.gov.in,nsvrpc.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudfaction.xyz
State Bank of India (SBI),homeloans.sbi,homemoses.com
Indian Space Research Organisation (ISRO),sac.gov.in,53face.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinos77za.com
National Informatics Centre (NIC),cloud.gov.in,cloudflare.cfd
National Informatics Centre (NIC),cloud.gov.in,clouddistributions.com
National Informatics Centre (NIC),cloud.gov.in,cloudacquire.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcabinet.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudninefamilysleep.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinetutorsbiz.com
National Informatics Centre (NIC),cloud.gov.in,cloudsecuritybox.com
Unique Identification Authority of India (UIDAI),uidai.gov.in,unwindmail.com
National Informatics Centre (NIC),cloud.gov.in,cloudlane.biz
National Informatics Centre (NIC),cloud.gov.in,cloudhighway.xyz
Reserve Bank of India (RBI),rbi.org.in,arbi.business
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-msg-esl.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,flow-arch.sa.com
parivahan sewa,parivahan.gov.in,parathamna.com
Indian Space Research Organisation (ISRO),sac.gov.in,tkz981.sa.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinejobspk.com
Canara Bank,canarahsbclife.com,canvasbrief.art
Canara Bank,canarabank.com,annabaran.com
State Bank of India (SBI),homeloans.sbi,homenet.org.pl
National Informatics Centre (NIC),cloud.gov.in,cloudix-digital.com
National Informatics Centre (NIC),cloud.gov.in,cloudyland.hu
National Informatics Centre (NIC),cloud.gov.in,cloudcentricpulse.click
National Informatics Centre (NIC),cloud.gov.in,clouddoze.com
National Informatics Centre (NIC),cloud.gov.in,cloudintelligence.com
Vodafone Idea (VI),myvi.in,mavi.network
All India Institute of Medical Sciences (AIIMS),aiims.edu,piims.us
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaepdcouncil.com
Vodafone Idea (VI),myvi.in,myviktor.com
IndusInd Bank,indusind.bank.in,indianasod.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineminds.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudtalentbrief.com
National Informatics Centre (NIC),cloud.gov.in,cloudevolved.xyz
Reserve Bank of India (RBI),rebit.org.in,rebail.com
National Health Authority (NHA),nha.gov.in,nchian.vip
State Bank of India (SBI),homeloans.sbi,homeboatbuilding.com
National Informatics Centre (NIC),cloud.gov.in,cloudsyntra.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,comprasonlinemjo.com
Income Tax Department,incometax.gov.in,incomesxb.shop
National Informatics Centre (NIC),cloud.gov.in,cloudterminal.xyz
Coal India,coalindia.in,cocktailindia.com
Reserve Bank of India (RBI),rebit.org.in,resist.email
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiisz.com
Kfintech,kfintech.com,fintech.ac.id
Axis Bank,axis.bank.in,axisprojekt.com
Kfintech,kfintech.com,fntec.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,fmsonline.us
Kfintech,kfintech.com,fintechre.com
Coal India,coalindia.in,coachclinics.com
Vodafone Idea (VI),myvi.in,myvenice.ru
Airtel,airtel.in,aionreal.com
BSE Ltd.,bseindia.com,sezindian.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,maonline1.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudandhug-quebec.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,ircbc.click
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinefddeposit.com
HDFC Bank,hdfc.bank.in/nri-banking,zhdftc.com
Vodafone Idea (VI),myvi.in,myasvi.com
Jio,jio.com,jincoz.cloud
Indian Space Research Organisation (ISRO),sac.gov.in,stjacm.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinebru.xyz
Air India,airindia.com,apowerindia.com
Vodafone Idea (VI),myvi.in,myviptv.xyz
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,ngsc.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudl.help
Kfintech,kfintech.com,buyfintech.com
IDFC FIRST Bank,idfcfirst.bank.in,ifirst.biz
National Informatics Centre (NIC),cloud.gov.in,ccloudc.com
Election Commision of India (ECI),eci.gov.in,ecigtec.com
National Informatics Centre (NIC),cloud.gov.in,cloudconvergence.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianalifecoach.com
BSE Ltd.,bseindia.com,rbsindia.com
National Health Authority (NHA),nha.gov.in,nezha4.com
National Informatics Centre (NIC),cloud.gov.in,cloudvirtue.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecrsahiper.cfd
Indian Space Research Organisation (ISRO),sac.gov.in,88-xx.sa.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,cafmonline.com
Indian Space Research Organisation (ISRO),isro.gov.in,ihsgroup.africa
Vodafone Idea (VI),myvi.in,mayvite.com
Air India,airindiaexpress.com,rapidexpress.com
Reserve Bank of India (RBI),rebit.org.in,trellbit.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiamandir.com
State Bank of India (SBI),homeloans.sbi,homebroken.com
National Informatics Centre (NIC),cloud.gov.in,cloudwaye.com
National Informatics Centre (NIC),cloud.gov.in,cloud9lovebot.com
National Informatics Centre (NIC),cloud.gov.in,clouddebater.xyz
IndusInd Bank,indusind.bank.in,industrie2.ch
Kfintech,kfintech.com,fintechta.ai
State Bank of India (SBI),homeloans.sbi,homdeal.com
HDFC Bank,hdfclife.com,hdlife.ai
National Informatics Centre (NIC),cloud.gov.in,cloudambassador.xyz
Airtel,airtel.in,airtech-ltd.com
Air India,airindia.com,aimeridian.co.uk
Air India,airindiaexpress.com,aireadiness.life
Income Tax Department,incometax.gov.in,incomarkt.com
Vodafone Idea (VI),myvi.in,myvibes.com
National Informatics Centre (NIC),cloud.gov.in,cloudsystems.live
Jio,jio.com,jiotm.com
National Informatics Centre (NIC),cloud.gov.in,cloud2agi.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,on1ine.com
National Informatics Centre (NIC),cloud.gov.in,cloudshopping360.com
Axis Bank,axis.bank.in,aiys.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianadog.com
parivahan sewa,parivahan.gov.in,parikshamanch.com
National Informatics Centre (NIC),cloud.gov.in,cloudwizard.xyz
Reserve Bank of India (RBI),rebit.org.in,erobit.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesend.com
National Informatics Centre (NIC),cloud.gov.in,clouddatalayer.com
National Informatics Centre (NIC),cloud.gov.in,cloudcoinclub.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,sjconline.pics
National Informatics Centre (NIC),cloud.gov.in,cloudboyproductions.com
Coal India,coalindia.in,oswalindia.com
Airtel,airtel.in,airtv.io
National Informatics Centre (NIC),cloud.gov.in,cloudcrafthq.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesec.com
National Informatics Centre (NIC),cloud.gov.in,cloudeus.cloud
National Informatics Centre (NIC),cloud.gov.in,4-clouds.online
National Informatics Centre (NIC),cloud.gov.in,cloudwarden.io
National Health Authority (NHA),abdm.gov.in,abdmfacts.com
National Informatics Centre (NIC),cloud.gov.in,cloudaxis.xyz
State Bank of India (SBI),sbi.co.in,svbig.com
National Informatics Centre (NIC),cloud.gov.in,cloudvendors.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudtank.xyz
Vodafone Idea (VI),myvi.in,mydavid.cloud
Bank of Baroda,bankofbaroda.bank.in,bankofcadiz.com
IndusInd Bank,indusind.bank.in,industrie-intouch.com
National Informatics Centre (NIC),cloud.gov.in,cloudavid.com
National Informatics Centre (NIC),cloud.gov.in,cloudfiction.xyz
State Bank of India (SBI),homeloans.sbi,homeoftreats.com
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,nrstkc.beauty
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiskaspicenord.com
National Informatics Centre (NIC),cloud.gov.in,cloudranges.xyz
parivahan sewa,parivahan.gov.in,parkvistaband.com
Airtel,airtel.in,raintel.dev
