target_url,source_workbook,hostname,resolved_ips,dns_answer_count,first_resolved_ip,asn,asn_org,country,dns_status,decision,attempts,retry_count,retry_success,resolver_profile
https://cloudwaf.tr,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudwaf.tr,104.21.5.177;172.67.133.175;2606:4700:3032::ac43:85af;2606:4700:3035::6815:5b1,4,104.21.5.177,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
onlinesaatern.store,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,onlinesaatern.store,104.21.62.54;172.67.220.106;2606:4700:3030::ac43:dc6a;2606:4700:3033::6815:3e36,4,104.21.62.54,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
https://axisrenovations.ca,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,axisrenovations.ca,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,4,198.185.159.144,53831,SQUARESPACE,US,resolved,accepted,1,0,False,default
https://snaack.co,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,snaack.co,104.16.243.55,1,104.16.243.55,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
rehbi4.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,rehbi4.makeup,,0,,,,,no_records,rejected,1,0,False,default
onlineschool.kg,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,onlineschool.kg,176.57.66.226,1,176.57.66.226,57724,Ddos-guard Ltd,RU,resolved,accepted,1,0,False,default
induvibe.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,induvibe.org,162.159.140.166,1,162.159.140.166,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
https://hoploans.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,hoploans.com,54.215.31.113,1,54.215.31.113,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
hometownscoops.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,hometownscoops.com,15.197.225.128;3.33.251.168,2,15.197.225.128,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
cloudainexus.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudainexus.com,13.215.239.219;52.74.6.109,2,13.215.239.219,16509,AMAZON-02,SG,resolved,accepted,1,0,False,default
http://homeschoolmakers.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeschoolmakers.com,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
indianvoiceguard.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,indianvoiceguard.com,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
cloudgarage.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudgarage.ru,2a00:f940:2:2:1:1:0:262;31.31.196.9,2,2a00:f940:2:2:1:1:0:262,197695,"Domain names registrar REG.RU, Ltd",RU,resolved,accepted,1,0,False,default
clode.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,clode.app,162.255.119.202,1,162.255.119.202,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
https://inocul.us,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,inocul.us,199.188.200.229,1,199.188.200.229,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
ai5c.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ai5c.makeup,,0,,,,,dns_error,rejected,1,0,False,default
https://axisvtu.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,axisvtu.com,216.198.79.1,1,216.198.79.1,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
5biytm.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,5biytm.makeup,,0,,,,,no_records,rejected,1,0,False,default
online-casino-7sultans.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,online-casino-7sultans.com,104.21.92.76;172.67.190.65;2606:4700:3035::ac43:be41;2606:4700:3036::6815:5c4c,4,104.21.92.76,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
lis-skinz.net.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,lis-skinz.net.ru,,0,,,,,dns_error,rejected,1,0,False,default
panbe.shop,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,panbe.shop,,0,,,,,no_records,rejected,1,0,False,default
trycloud.com.ar,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,trycloud.com.ar,185.133.35.13;185.133.35.14,2,185.133.35.13,273584,LINKED STORE BRASIL CRIACAO E DESENVOL DE SOFTWARE,BR,resolved,accepted,1,0,False,default
godafone.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,godafone.sa.com,104.21.62.163;172.67.137.23;2606:4700:3030::ac43:8917;2606:4700:3036::6815:3ea3,4,104.21.62.163,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
arabexpress.info,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,arabexpress.info,,0,,,,,dns_error,rejected,1,0,False,default
cloudedthoughts.blog,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudedthoughts.blog,192.0.78.24;192.0.78.25,2,192.0.78.24,2635,AUTOMATTIC,US,resolved,accepted,1,0,False,default
homlinks.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homlinks.com,,0,,,,,dns_error,rejected,1,0,False,default
homeschoolandu.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeschoolandu.org,162.255.119.87,1,162.255.119.87,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
industrali.ai,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,industrali.ai,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
vsmc.am,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,vsmc.am,104.21.26.62;172.67.168.61;2606:4700:3030::ac43:a83d;2606:4700:3033::6815:1a3e,4,104.21.26.62,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
airc1.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,airc1.makeup,,0,,,,,dns_error,rejected,1,0,False,default
guicoun.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,guicoun.sa.com,104.21.41.92;172.67.190.164;2606:4700:3033::6815:295c;2606:4700:3037::ac43:bea4,4,104.21.41.92,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
homeboard.pro,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeboard.pro,192.64.119.92,1,192.64.119.92,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
aiwise.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,aiwise.app,13.248.169.48;76.223.54.146,2,13.248.169.48,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
s3cloud.cc,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,s3cloud.cc,176.57.212.129,1,176.57.212.129,210976,"Timeweb, LLP",RU,resolved,accepted,1,0,False,default
axisroav.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,axisroav.com,,0,,,,,no_records,rejected,1,0,False,default
online-sofi.icu,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,online-sofi.icu,,0,,,,,dns_error,rejected,1,0,False,default
homeholdingsgib.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeholdingsgib.com,156.234.14.188,1,156.234.14.188,138415,Yancy Limited,HK,resolved,accepted,1,0,False,default
netxpand.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,netxpand.app,,0,,,,,no_records,rejected,1,0,False,default
senda.exchange,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,senda.exchange,103.224.212.205,1,103.224.212.205,133618,Trellian Pty. Limited,AU,resolved,accepted,1,0,False,default
ait.works,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ait.works,192.64.119.37,1,192.64.119.37,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
onlineshop24h.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,onlineshop24h.com,103.224.212.206,1,103.224.212.206,133618,Trellian Pty. Limited,AU,resolved,accepted,1,0,False,default
isur.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,isur.org,2600:1f18:4ae:c607:d1d9:565f:b122:bfdb;2600:1f18:4ae:c608:83f8:2f9c:4a61:7b6a;52.44.244.98;54.165.131.183,4,2600:1f18:4ae:c607:d1d9:565f:b122:bfdb,14618,AMAZON-AES,US,resolved,accepted,1,0,False,default
subvip.io,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,subvip.io,154.45.251.219;208.115.197.139;2607:ff68:124:11:5000:31ff:fe1c:dff5;2607:ff68:15:2c:5054:ff:fe8b:d4f1,4,154.45.251.219,46475,LIMESTONENETWORKS,JP,resolved,accepted,1,0,False,default
pnsnb0.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,pnsnb0.makeup,,0,,,,,no_records,rejected,1,0,False,default
homeclaw.net,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeclaw.net,,0,,,,,no_records,rejected,1,0,False,default
isoe.co.in,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,isoe.co.in,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
sbic.online,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,sbic.online,101.36.119.199,1,101.36.119.199,135377,UCLOUD INFORMATION TECHNOLOGY HK LIMITED,HK,resolved,accepted,1,0,False,default
myvitarenew.shop,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,myvitarenew.shop,2a02:4780:20:732e:e2d6:6dae:bcb2:9830;2a02:4780:3c:ee30:7329:ef2:ffdf:9b81;88.222.243.91;93.127.173.43,4,2a02:4780:20:732e:e2d6:6dae:bcb2:9830,47583,Hostinger International Limited,IN,resolved,accepted,1,0,False,default
rbiiilv.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,rbiiilv.com,46.225.170.236,1,46.225.170.236,24940,Hetzner Online GmbH,DE,resolved,accepted,1,0,False,default
carshlife.store,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,carshlife.store,45.130.41.76,1,45.130.41.76,198610,Beget LLC,RU,resolved,accepted,1,0,False,default
canonmail.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,canonmail.com,,0,,,,,no_records,rejected,1,0,False,default
tscloud.tools,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,tscloud.tools,,0,,,,,no_records,rejected,1,0,False,default
cloudreforms.store,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudreforms.store,27.124.125.171;66.81.203.141;66.81.203.16;66.81.203.206,4,27.124.125.171,38719,Dreamscape Networks Limited,AU,resolved,accepted,1,0,False,default
rvhcloud.nl,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,rvhcloud.nl,,0,,,,,no_records,rejected,1,0,False,default
ai0img.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ai0img.makeup,,0,,,,,dns_error,rejected,1,0,False,default
half-dream.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,half-dream.sa.com,104.21.0.251;172.67.151.156;2606:4700:3034::6815:fb;2606:4700:3037::ac43:979c,4,104.21.0.251,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
h0mea8.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,h0mea8.makeup,,0,,,,,no_records,rejected,1,0,False,default
fiech.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,fiech.org,2003:d0:afff:4a34:8e19:b5ff:febb:41dd;217.160.0.132,2,2003:d0:afff:4a34:8e19:b5ff:febb:41dd,3320,Deutsche Telekom AG,DE,resolved,accepted,1,0,False,default
pariah.chat,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,pariah.chat,103.138.94.83,1,103.138.94.83,139002,Andor Information Technology Pty Ltd,AU,resolved,accepted,1,0,False,default
aris.builders,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,aris.builders,,0,,,,,no_records,rejected,1,0,False,default
clouedoc.dev,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,clouedoc.dev,104.21.39.189;172.67.148.68;2606:4700:3031::6815:27bd;2606:4700:3037::ac43:9444,4,104.21.39.189,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
http://clouddigitizing.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,clouddigitizing.com,2600:1f18:4ae:c605:f094:2a0a:4985:526e;2600:1f18:4ae:c606:def:b9d9:eb9e:7766;52.201.53.166;98.82.42.139,4,2600:1f18:4ae:c605:f094:2a0a:4985:526e,14618,AMAZON-AES,US,resolved,accepted,1,0,False,default
sanch.life,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,sanch.life,104.21.27.103;172.67.142.65;2606:4700:3032::6815:1b67;2606:4700:3037::ac43:8e41,4,104.21.27.103,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
aitalent.tech,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,aitalent.tech,13.248.169.48;76.223.54.146,2,13.248.169.48,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
ms-cloud.info,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ms-cloud.info,2001:8d8:100f:f000::200;217.160.0.73,2,2001:8d8:100f:f000::200,8560,IONOS SE,DE,resolved,accepted,1,0,False,default
abonline.shop,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,abonline.shop,103.174.50.12,1,103.174.50.12,147181,Flarezen Ltd.,BD,resolved,accepted,1,0,False,default
http://my-vibe.events,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,my-vibe.events,104.21.38.242;172.67.168.214;2606:4700:3033::6815:26f2;2606:4700:3036::ac43:a8d6,4,104.21.38.242,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
cloudoranet.xyz,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudoranet.xyz,23.227.38.65,1,23.227.38.65,13335,CLOUDFLARENET,CA,resolved,accepted,1,0,False,default
airtsh.asia,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,airtsh.asia,202.8.120.203,1,202.8.120.203,135357,"HONG KONG KOWLOON TELECOMMUNICATIONS CO.,LIMITED",HK,resolved,accepted,1,0,False,default
acloudai.icu,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,acloudai.icu,1.12.46.60,1,1.12.46.60,45090,Shenzhen Tencent Computer Systems Company Limited,CN,resolved,accepted,1,0,False,default
cloudaion.us,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudaion.us,104.21.14.95;172.67.158.153;2606:4700:3030::ac43:9e99;2606:4700:3037::6815:e5f,4,104.21.14.95,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
ir.finance,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ir.finance,,0,,,,,no_records,rejected,1,0,False,default
onlinefinancer.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,onlinefinancer.com,,0,,,,,no_records,rejected,1,0,False,default
5g.net.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,5g.net.ru,62.113.37.51,1,62.113.37.51,9123,Jsc timeweb,RU,resolved,accepted,1,0,False,default
cloudh06.cfd,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudh06.cfd,,0,,,,,no_records,rejected,1,0,False,default
homehealing.in,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homehealing.in,185.230.63.107;185.230.63.171;185.230.63.186,3,185.230.63.107,58182,Wix.com Ltd.,US,resolved,accepted,1,0,False,default
meowcloud.co,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,meowcloud.co,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
cloudfic.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudfic.app,,0,,,,,no_records,rejected,1,0,False,default
buildaion.us,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,buildaion.us,104.21.41.74;172.67.162.12;2606:4700:3034::6815:294a;2606:4700:3037::ac43:a20c,4,104.21.41.74,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
breakinto.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,breakinto.sa.com,104.21.29.230;172.67.171.226;2606:4700:3034::ac43:abe2;2606:4700:3035::6815:1de6,4,104.21.29.230,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
homesali.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homesali.com,194.5.175.247,1,194.5.175.247,60631,Pars Parva System LLC,IR,resolved,accepted,1,0,False,default
remint.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,remint.app,13.248.169.48;76.223.54.146,2,13.248.169.48,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
sexobilie.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,sexobilie.ru,95.163.244.135,1,95.163.244.135,197695,"Domain names registrar REG.RU, Ltd",RU,resolved,accepted,1,0,False,default
pnbpunx.ch,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,pnbpunx.ch,185.230.63.107;185.230.63.171;185.230.63.186,3,185.230.63.107,58182,Wix.com Ltd.,US,resolved,accepted,1,0,False,default
keacloud.tech,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,keacloud.tech,2607:f1c0:100f:f000::200;74.208.236.63,2,2607:f1c0:100f:f000::200,8560,IONOS SE,US,resolved,accepted,1,0,False,default
online-vinetat.digital,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,online-vinetat.digital,104.21.25.203;172.67.134.137;2606:4700:3031::ac43:8689;2606:4700:3034::6815:19cb,4,104.21.25.203,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
incomehubthai.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,incomehubthai.com,104.21.88.236;172.67.154.55;2606:4700:3030::ac43:9a37;2606:4700:3033::6815:58ec,4,104.21.88.236,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
axioms.win,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,axioms.win,104.21.22.13;172.67.201.209;2606:4700:3033::6815:160d;2606:4700:3035::ac43:c9d1,4,104.21.22.13,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
http://indicorigins.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,indicorigins.org,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,4,198.185.159.144,53831,SQUARESPACE,US,resolved,accepted,1,0,False,default
camino.how,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,camino.how,81.27.92.110,1,81.27.92.110,25577,BE DC Connect UK Limited,GB,resolved,accepted,1,0,False,default
coalidar.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,coalidar.com,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
homoreason.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homoreason.com,34.216.117.25;54.149.79.189,2,34.216.117.25,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
homebelavista.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homebelavista.com,185.230.63.107;185.230.63.171;185.230.63.186,3,185.230.63.107,58182,Wix.com Ltd.,US,resolved,accepted,1,0,False,default
icibvi.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,icibvi.makeup,,0,,,,,no_records,rejected,1,0,False,default
ecithi.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ecithi.com,103.159.37.38,1,103.159.37.38,139016,EXONHOST,BD,resolved,accepted,1,0,False,default
bigclouds.club,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,bigclouds.club,104.18.26.246,1,104.18.26.246,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
online-melbet.click,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,online-melbet.click,104.21.20.8;172.67.190.192;2606:4700:3034::6815:1408;2606:4700:3037::ac43:bec0,4,104.21.20.8,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
cloudr27.cfd,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudr27.cfd,,0,,,,,no_records,rejected,1,0,False,default
https://myverivino.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,myverivino.com,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
https://carshlife.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,carshlife.ru,45.130.41.76,1,45.130.41.76,198610,Beget LLC,RU,resolved,accepted,1,0,False,default
emciay.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,emciay.makeup,,0,,,,,no_records,rejected,1,0,False,default
hairintel.co,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,hairintel.co,23.227.38.68;2620:127:f00f:8::,2,23.227.38.68,13335,CLOUDFLARENET,CA,resolved,accepted,1,0,False,default
bksindia.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,bksindia.org,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
iskrator.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,iskrator.com,,0,,,,,no_records,rejected,1,0,False,default
aiart.bar,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,aiart.bar,185.53.179.128,1,185.53.179.128,61969,Team Internet AG,DE,resolved,accepted,1,0,False,default
wonxqn.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,wonxqn.sa.com,104.21.49.2;172.67.139.226;2606:4700:3031::6815:3102;2606:4700:3037::ac43:8be2,4,104.21.49.2,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
india100.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,india100.org,2.57.91.91,1,2.57.91.91,47583,Hostinger International Limited,LT,resolved,accepted,1,0,False,default
airtoeu2.website,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,airtoeu2.website,,0,,,,,no_records,rejected,1,0,False,default
cloudypool.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudypool.com,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
ibuf.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ibuf.sa.com,104.21.49.193;172.67.166.147;2606:4700:3030::6815:31c1;2606:4700:3034::ac43:a693,4,104.21.49.193,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
airsoftreload.ca,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,airsoftreload.ca,70.32.23.120,1,70.32.23.120,55293,A2HOSTING,US,resolved,accepted,1,0,False,default
disdogalsi.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,disdogalsi.sa.com,104.21.78.142;172.67.222.111;2606:4700:3030::6815:4e8e;2606:4700:3030::ac43:de6f,4,104.21.78.142,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
irao.in,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,irao.in,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
meshtastic.net.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,meshtastic.net.ru,95.163.244.138,1,95.163.244.138,197695,"Domain names registrar REG.RU, Ltd",RU,resolved,accepted,1,0,False,default
cloudpricingtool.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudpricingtool.com,104.21.19.146;172.67.186.127;2606:4700:3032::6815:1392;2606:4700:3037::ac43:ba7f,4,104.21.19.146,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
https://homelyapp.ai,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homelyapp.ai,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
iiol.info,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,iiol.info,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
cloudfiare.bond,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudfiare.bond,104.21.84.63;172.67.187.168;2606:4700:3031::6815:543f;2606:4700:3034::ac43:bba8,4,104.21.84.63,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
cloudyface.co.uk,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudyface.co.uk,,0,,,,,resolver_error,rejected,1,0,False,default
gmtcloud5.best,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,gmtcloud5.best,51.77.126.58,1,51.77.126.58,16276,OVH SAS,FR,resolved,accepted,1,0,False,default
coingoldai.store,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,coingoldai.store,104.21.53.198;172.67.218.116;2606:4700:3031::ac43:da74;2606:4700:3032::6815:35c6,4,104.21.53.198,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
epcxi7.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,epcxi7.makeup,,0,,,,,no_records,rejected,1,0,False,default
starco.fit,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,starco.fit,103.211.100.211,1,103.211.100.211,214785,369 IntoNet Limited,HK,resolved,accepted,1,0,False,default
coalitionassist.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,coalitionassist.com,104.21.22.201;172.67.206.232;2606:4700:3033::6815:16c9;2606:4700:3034::ac43:cee8,4,104.21.22.201,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
cloudpatrol.net,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudpatrol.net,13.248.169.48;76.223.54.146,2,13.248.169.48,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
vccpcareers.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,vccpcareers.com,,0,,,,,resolver_error,rejected,1,0,False,default
axiumsystem.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,axiumsystem.com,,0,,,,,no_records,rejected,1,0,False,default
cloud4nc.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloud4nc.ru,185.130.251.56,1,185.130.251.56,56694,LLC Smart Ape,RU,resolved,accepted,1,0,False,default
homeat.cyou,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeat.cyou,46.62.137.10,1,46.62.137.10,24940,Hetzner Online GmbH,FI,resolved,accepted,1,0,False,default
