input_position,input_url,normalized_url,source_workbook,best_entity,best_matching_domain,lexical_score,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deep_analysis_candidate,deep_analysis_dns_accepted,deep_analysis_attempted,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,confidence_band,best_score,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,reason,exclusion_stage
68,thirdshelterpress.com,https://thirdshelterpress.com,urls.xlsx,Air India,airindiaexpress.com,0.6728,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
69,ank2014.biz,https://ank2014.biz,urls.xlsx,Airtel,airtelpayments.bank.in,0.7262,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
70,hollandgroupandassociates.com,https://hollandgroupandassociates.com,urls.xlsx,State Bank of India (SBI),homeloans.sbi,0.6383,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
71,thinkproguard.com,https://thinkproguard.com,urls.xlsx,Jio,jio.com,0.6068,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
72,hysefo.com,https://hysefo.com,urls.xlsx,HDFC Bank,hdfc.com,0.6111,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
73,8740i4ji8ki.shop,https://8740i4ji8ki.shop,urls.xlsx,Reserve Bank of India (RBI),rbi.org.in,0.6162,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,8740i4ji8ki.shop,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for 8740i4ji8ki.shop,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
74,netsafe.ovh,https://netsafe.ovh,urls.xlsx,BSE Ltd.,bsestarmf.in,0.6899,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
75,optimacapitalvc.com,https://optimacapitalvc.com,urls.xlsx,National Informatics Centre (NIC),nic.gov.in,0.6,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
76,zrsanalyst.com,https://zrsanalyst.com,urls.xlsx,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.6833,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
77,root-ro.info,https://root-ro.info,urls.xlsx,Sparrow,orgi-sparrow.gov.in,0.6437,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
78,syxtherocrex.world,https://syxtherocrex.world,urls.xlsx,HDFC Bank,hdfc.com,0.5556,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
79,snowtime.shop,https://snowtime.shop,urls.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.6722,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
80,allnaturalherbalmedicines.com,https://allnaturalherbalmedicines.com,urls.xlsx,Canara Bank,canararobeco.com,0.6663,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,allnaturalherbalmedicines.com,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for allnaturalherbalmedicines.com,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
81,e7v7c6y.com,https://e7v7c6y.com,urls.xlsx,Indian Space Research Organisation (ISRO),vssc.gov.in,0.5952,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
82,beatyourbuddies.online,https://beatyourbuddies.online,urls.xlsx,State Bank of India (SBI),sbisecurities.in,0.6329,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
83,ub-futas.hu,https://ub-futas.hu,urls.xlsx,BSE Ltd.,bsestarmf.in,0.5694,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
84,aithink.world,https://aithink.world,urls.xlsx,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.6762,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,aithink.world,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for aithink.world,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
85,swiftdrops.store,https://swiftdrops.store,urls.xlsx,State Bank of India (SBI),sbimf.com,0.6333,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
86,charmenowho.shop,https://charmenowho.shop,urls.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.6596,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
87,tonerrefillstoreho.shop,https://tonerrefillstoreho.shop,urls.xlsx,State Bank of India (SBI),corp.onlinesbi.sbi,0.6111,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
88,bexarcasino.space,https://bexarcasino.space,urls.xlsx,Election Commision of India (ECI),eci.gov.in,0.6162,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
89,piezosistem.com,https://piezosistem.com,urls.xlsx,State Bank of India (SBI),sbisecurities.in,0.6297,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
90,scarpe-it.ru,https://scarpe-it.ru,urls.xlsx,State Bank of India (SBI),sbicard.com,0.672,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
91,eeeey.cc,https://eeeey.cc,urls.xlsx,Election Commision of India (ECI),eci.gov.in,0.5111,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
92,learningonly.store,https://learningonly.store,urls.xlsx,Airtel,airtel.in,0.6167,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
93,tutera.ru,https://tutera.ru,urls.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.5778,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
94,shelbyserves.com,https://shelbyserves.com,urls.xlsx,State Bank of India (SBI),sbisecurities.in,0.612,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
95,gothamfinn.co,https://gothamfinn.co,urls.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.6222,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
96,penn-hpp.com,https://penn-hpp.com,urls.xlsx,Punjab National Bank (PNB),netpnb.com,0.6389,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
97,uk-travel.ru,https://uk-travel.ru,urls.xlsx,Airtel,airtel.in,0.6204,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
98,slexironphdrexox.world,https://slexironphdrexox.world,urls.xlsx,BSE Ltd.,bseindia.com,0.6458,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
99,ivqojlz1513.top,https://ivqojlz1513.top,urls.xlsx,Indian Oil Corporation Limited (IOCL),iocl.com,0.6742,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
100,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,urls.xlsx,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.6058,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
101,navaitour.online,https://navaitour.online,urls.xlsx,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.6574,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
102,doggiemax.com,https://doggiemax.com,urls.xlsx,Axis Bank,axismaxlife.com,0.6027,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
103,intelectusai.com,https://intelectusai.com,urls.xlsx,Kfintech,kfintech.com,0.6806,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,intelectusai.com,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for intelectusai.com,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
104,perchproject.org,https://perchproject.org,urls.xlsx,Canara Bank,canararobeco.com,0.6111,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
105,5ggnp.buzz,https://5ggnp.buzz,urls.xlsx,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.6333,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
106,777gvipclub.com,https://777gvipclub.com,urls.xlsx,National Informatics Centre (NIC),accounts.mgovcloud.in,0.67,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
107,thepatoolkit.com,https://thepatoolkit.com,urls.xlsx,National Health Authority (NHA),nha.gov.in,0.6111,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
108,zentozavoveltopentolaxinilo.click,https://zentozavoveltopentolaxinilo.click,urls.xlsx,Punjab National Bank (PNB),netpnb.com,0.6062,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
109,hixemuzydo.pro,https://hixemuzydo.pro,urls.xlsx,Income Tax Department,incometaxindia.gov.in,0.5651,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
110,logrenuunics.com,https://logrenuunics.com,urls.xlsx,State Bank of India (SBI),corp.onlinesbi.sbi,0.6442,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
111,aifinance.global,https://aifinance.global,urls.xlsx,Air India,airindiaexpress.com,0.6889,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
112,jskbalaghat.org,https://jskbalaghat.org,urls.xlsx,State Bank of India (SBI),sbi.co.in,0.6162,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
113,sbi.com-kyc.net/login,https://sbi.com-kyc.net/login,urls.xlsx,State Bank of India (SBI),sbi.bank.in,0.5263,True,True,False,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,sbi.com-kyc.net,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for sbi.com-kyc.net,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
114,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,urls.xlsx,State Bank of India (SBI),corp.onlinesbi.sbi,0.9481,True,True,True,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,onl1nesbi.sbi,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for onl1nesbi.sbi,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
115,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,urls.xlsx,State Bank of India (SBI),onlinesbi.sbi.bank.in,0.6522,True,True,False,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,onlinesbi.sbi.update-rewards.xyz,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for onlinesbi.sbi.update-rewards.xyz,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
116,airindiaair.com,https://airindiaair.com,urls.xlsx,Air India,airindiaexpress.com,0.8836,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,1,False,False,airindiaair.com,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://airindiaair.com/,,,Low,47.3377,True,True,False,,weak_direct_evidence|network_corroboration,,,
117,sbi-secure-login.com,https://sbi-secure-login.com,urls.xlsx,State Bank of India (SBI),sbisecurities.in,0.8353,True,True,False,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,sbi-secure-login.com,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for sbi-secure-login.com,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
118,192.168.1,https://192.168.1,urls.xlsx,National Informatics Centre (NIC),cloud.gov.in,0.7333,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,192.168.1,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for 192.168.1,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
119,reward-expiry.com,https://reward-expiry.com,urls.xlsx,Air India,airindiaexpress.com,0.5912,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,reward-expiry.com,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for reward-expiry.com,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
120,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,urls.xlsx,State Bank of India (SBI),onlinesbi.sbi.bank.in,0.85,True,True,True,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,sbi.co.in.login.banking-services.net,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for sbi.co.in.login.banking-services.net,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
121,verify-kyc.com,https://verify-kyc.com,urls.xlsx,Election Commision of India (ECI),eci.gov.in,0.6222,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
122,icic-bank.com,https://icic-bank.com,urls.xlsx,ICICI Bank,icici.bank.in,0.8421,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,icic-bank.com,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for icic-bank.com,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
123,icicibank.net/login,https://icicibank.net/login,urls.xlsx,ICICI Bank,icici.bank.in,0.9474,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,icicibank.net,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://icicibank.net/login | Call log: - navigating to ""https://icicibank.net/login"", waiting until ""commit""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
124,secure-login.com,https://secure-login.com,urls.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.7302,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,secure-login.com,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for secure-login.com,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
125,bit.ly,https://bit.ly,urls.xlsx,Reserve Bank of India (RBI),rebit.org.in,0.75,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
126,accountauthenticate.com,https://accountauthenticate.com,urls.xlsx,Income Tax Department,incometaxindia.gov.in,0.6314,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,accountauthenticate.com,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for accountauthenticate.com,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
127,icici-bank-support.in,https://icici-bank-support.in,urls.xlsx,ICICI Bank,icicilombard.com,0.8222,True,True,False,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,icici-bank-support.in,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icici-bank-support.in,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
128,cppcccare.com,https://cppcccare.com,urls.xlsx,Income Tax Department,contents.tdscpc.gov.in,0.6111,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,cppcccare.com,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for cppcccare.com,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
129,pnb-india.in,https://pnb-india.in,urls.xlsx,Punjab National Bank (PNB),pnbindia.in,0.9741,True,True,True,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,pnb-india.in,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for pnb-india.in,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
130,pnblndia.in,https://pnblndia.in,urls.xlsx,Punjab National Bank (PNB),pnbindia.in,0.9083,True,True,True,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,pnblndia.in,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for pnblndia.in,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
131,pnbindia-kyd.com,https://pnbindia-kyd.com,urls.xlsx,Punjab National Bank (PNB),pnbindia.in,0.9333,True,True,True,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,pnbindia-kyd.com,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for pnbindia-kyd.com,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
132,pnblndia-app.in,https://pnblndia-app.in,urls.xlsx,Punjab National Bank (PNB),pnbindia.in,0.8403,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,pnblndia-app.in,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for pnblndia-app.in,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
133,pnb-netbanking.net,https://pnb-netbanking.net,urls.xlsx,Punjab National Bank (PNB),pnbindia.in,0.6706,True,True,False,False,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,0,False,False,pnb-netbanking.net,,0,False,dns_not_mapped_lexical_hit,False,False,False,no_answer,filtered,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for pnb-netbanking.net,,,,,0.0,False,False,False,,dns_not_mapped_lexical_passthrough,,dns_not_mapped_lexical_hit,stage1_http
134,pnblndia.bank.in,https://pnblndia.bank.in,urls.xlsx,Airtel,airtelpayments.bank.in,1.0,False,False,False,True,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,0,False,False,pnblndia.bank.in,,0,False,dns_gate_inactive,False,False,False,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for pnblndia.bank.in,,,,,0.0,False,False,False,,,dns_gate_inactive,dns_gate_inactive,stage1_http
135,secure-kyc.com,https://secure-kyc.com,urls.xlsx,State Bank of India (SBI),sbisecurities.in,0.6282,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
