input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
1682,dispehcer.com,https://dispehcer.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -2] Name or service not known,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.625,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
1683,geniusgymtowel.com,https://geniusgymtowel.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6032,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.2353,False,0,False,False,0.0,0.0,0.0
1684,30waystoabetterlife.com,https://30waystoabetterlife.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.30waystoabetterlife.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.5906,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.30waystoabetterlife.com,assets.squarespace.com,32768,False,stage1_low_suspicion,0.0,0.2727,False,0,False,False,0.0,0.0,0.0
1685,cav18.com,https://cav18.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarabank.bank.in,0.0,,0.6333,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
1686,theheightslkld.com,https://theheightslkld.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://theheightslkld.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6032,False,0,0,0,0,0,False,,False,False,False,0,0,theheightslkld.com,,32768,False,stage1_low_suspicion,0.0,0.2353,False,0,False,False,0.0,0.0,0.0
1687,tuckd.me,https://tuckd.me,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://tuckd.me,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,contents.tdscpc.gov.in,0.0,,0.5778,False,0,0,0,0,0,False,,False,False,False,0,0,tuckd.me,tuckd.me,1691,False,stage1_low_suspicion,0.0,0.3636,False,0,False,False,0.0,0.0,0.0
1688,cencaljanitorial.com,https://cencaljanitorial.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6181,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3158,False,0,False,False,0.0,0.0,0.0
1689,joegoodart.com,https://joegoodart.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://joegoodart.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,0.6222,False,0,0,0,0,0,False,,False,False,False,0,0,joegoodart.com,,32768,False,stage1_low_suspicion,0.0,0.3377,False,0,False,False,0.0,0.0,0.0
1690,notepr.com,https://notepr.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://sedo.com/search/details/?partnerid=324561&language=e&domain=notepr.com&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.6944,False,0,0,0,10,10,False,meta_refresh|final_domain_changed,False,False,False,0,1,sedo.com,,5214,False,stage1_low_suspicion,0.0,0.53,False,0,False,False,0.0,0.0,0.0
1691,topdawg.org,https://topdawg.org,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://topdawg.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnbindia.in,0.0,,0.6012,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,topdawg.org,,114,False,stage1_low_suspicion,0.0,0.4,False,0,False,False,0.0,0.0,0.0
1692,ameercellular.com,https://ameercellular.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://ameercellular.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6068,False,0,0,0,0,0,False,,False,False,False,0,0,ameercellular.com,,32768,False,stage1_low_suspicion,0.0,0.25,False,0,False,False,0.0,0.0,0.0
1693,quorrix.net,https://quorrix.net,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://quorrix.net,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,0.631,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,quorrix.net,,114,False,stage1_low_suspicion,0.0,0.4286,False,0,False,False,0.0,0.0,0.0
1694,montga.tech,https://montga.tech,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://montga.tech,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,incometaxindia.gov.in,0.0,,0.6635,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,montga.tech,,114,False,stage1_low_suspicion,0.0,0.3,False,0,False,False,0.0,0.0,0.0
1695,csenseigroup.com,https://csenseigroup.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://csenseigroup.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,0.6444,False,0,0,0,0,0,False,,False,False,False,0,0,csenseigroup.com,csenseigroup.com,4915,False,stage1_low_suspicion,0.0,0.3936,False,0,False,False,0.0,0.0,0.0
1696,almowj.site,https://almowj.site,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -2] Name or service not known,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),kavach.mail.gov.in,0.0,,0.6389,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,True,0,False,False,0.0,0.0,0.0
1697,casaagavenashville.com,https://casaagavenashville.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://casaagavenashville.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarahsbclife.com,0.0,,0.6899,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,casaagavenashville.com,,32768,False,stage1_low_suspicion,0.0,0.4675,False,0,False,False,0.0,0.0,0.0
1698,hansikhushi.com,https://hansikhushi.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6465,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.2857,False,0,False,False,0.0,0.0,0.0
1699,udelnaya.com,https://udelnaya.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,0.6583,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
1700,funinhorse.in,https://funinhorse.in,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://funinhorse.in,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,0.6222,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,funinhorse.in,,114,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
1701,vivis.com,https://vivis.com,123456.xlsx,skipped,skipped,fetched,not_attempted,head_error,Server disconnected without sending a response.,https://vivis.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.7333,False,4,0,6,6,16,False,favicon_brand_match|suspicious_hosting_provider|js_redirect,False,False,False,1,0,vivis.com,vivis.com,2169,False,stage1_low_suspicion,0.0,0.6,False,0,False,False,0.0,0.0,0.0
1702,horsmondentaxiservice.co.uk,https://horsmondentaxiservice.co.uk,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.horsmondentaxiservice.co.uk/,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axis.bank.in,0.0,,0.6733,False,36,0,3,0,39,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match|suspicious_certificate,False,False,False,1,1,www.horsmondentaxiservice.co.uk,,32768,False,stage1_suspected_non_escalated,0.0,0.4,False,0,False,False,0.0,0.0,0.0
1703,confessionrooms.com,https://confessionrooms.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://confessionrooms.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6361,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,confessionrooms.com,,114,False,stage1_low_suspicion,0.0,0.4516,False,0,False,False,0.0,0.0,0.0
1704,7bible.com,https://7bible.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://7bible.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbilife.co.in,0.0,,0.746,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,7bible.com,,114,False,stage1_low_suspicion,0.0,0.6154,False,0,False,False,0.0,0.0,0.0
1705,email-agenda.com,https://email-agenda.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),kavach.mail.gov.in,0.0,,0.7778,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5,True,0,False,False,0.0,0.0,0.0
1706,trenasteele.realtor,https://trenasteele.realtor,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.trenasteele.realtor/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.696,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,1,www.trenasteele.realtor,irp.cdn-website.com,32768,False,stage1_low_suspicion,0.0,0.4706,False,0,False,False,0.0,0.0,0.0
1707,french-course-lu.click,https://french-course-lu.click,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://french-course-lu.click,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.0,,0.6736,False,0,0,3,12,15,False,suspicious_certificate|meta_refresh|js_redirect,False,False,False,0,0,french-course-lu.click,,1092,False,stage1_low_suspicion,0.0,0.5,False,0,False,False,0.0,0.0,0.0
1708,cashitppx.site,https://cashitppx.site,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://cashitppx.site,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6296,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,cashitppx.site,,114,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
1709,gbfactoryjapan.com,https://gbfactoryjapan.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarabank.bank.in,0.0,,0.6381,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4167,False,0,False,False,0.0,0.0,0.0
1710,edezee.com,https://edezee.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://edezee.com,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.5278,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,edezee.com,,358,False,stage1_suspected_non_escalated,0.0,0.3157,False,0,False,False,0.0,0.0,0.0
1711,wn77g.top,https://wn77g.top,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://wn77g.top,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.5778,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,wn77g.top,,4549,False,stage1_low_suspicion,0.0,0.3636,False,0,False,False,0.0,0.0,0.0
1712,getperronmarketingdemandgen.com,https://getperronmarketingdemandgen.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,incometaxindia.gov.in,0.0,,0.6282,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3902,False,0,False,False,0.0,0.0,0.0
1713,kind2kids.com,https://kind2kids.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.kind2kids.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.7269,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,1,www.kind2kids.com,static.wixstatic.com,32768,False,stage1_low_suspicion,0.0,0.5882,False,0,False,False,0.0,0.0,0.0
1714,vegusgame.com,https://vegusgame.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://vegasgame.games/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.5741,False,4,4,0,8,16,False,body_brand_match|auth_wording|iframe_present|final_domain_changed,False,False,False,1,1,vegasgame.games,self-imagex.image-etc.co,3654,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
1715,jeevant.com,https://jeevant.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.jeevant.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.5873,False,0,0,0,0,0,False,,False,False,False,0,1,www.jeevant.com,www.jeevant.com,1199,False,stage1_low_suspicion,0.0,0.375,False,0,False,False,0.0,0.0,0.0
1716,proautobodyofryellc.com,https://proautobodyofryellc.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://proautobodyofryellc.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.636,False,12,0,0,6,18,False,meta_brand_match|favicon_brand_match|js_redirect,False,False,False,1,0,proautobodyofryellc.com,proautobodyofryellc.com,32768,False,stage1_low_suspicion,0.0,0.2609,False,0,False,False,0.0,0.0,0.0
1717,uflklx.club,https://uflklx.club,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfclife.com,0.0,,0.5278,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.2857,False,0,False,False,0.0,0.0,0.0
1718,theminimeedit.com,https://theminimeedit.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.theminimeedit.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6456,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.theminimeedit.com,,29442,False,stage1_low_suspicion,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
1719,edicomgrup.com,https://edicomgrup.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://edicomgrup.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6556,False,0,0,0,0,0,False,,False,False,False,0,0,edicomgrup.com,,1391,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
1720,lpdqc.com,https://lpdqc.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfc.bank.in,0.0,,0.6333,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
1721,cacaomeasure.com,https://cacaomeasure.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,icicilombard.com,0.0,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.53,False,0,False,False,0.0,0.0,0.0
1722,cozumelairlines.com,https://cozumelairlines.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://cozumelairlines.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.7728,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,cozumelairlines.com,,114,False,stage1_low_suspicion,0.0,0.5161,False,0,False,False,0.0,0.0,0.0
1723,ktded.org,https://ktded.org,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.6583,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
1724,ivorta.online,https://ivorta.online,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -2] Name or service not known,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5,False,0,False,False,0.0,0.0,0.0
1725,kqyyp.asia,https://kqyyp.asia,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Vodafone Idea (VI),myvi.in,0.0,,0.4833,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.2222,False,0,False,False,0.0,0.0,0.0
1726,firstcitypropertygroup.com,https://firstcitypropertygroup.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://firstcitypropertygroup.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,0.6544,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,firstcitypropertygroup.com,,114,False,stage1_low_suspicion,0.0,0.3448,False,0,False,False,0.0,0.0,0.0
1727,scanner-pied.paris,https://scanner-pied.paris,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbicard.com,0.0,,0.7393,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5263,False,0,False,False,0.0,0.0,0.0
1728,onscreentakeoff.info,https://onscreentakeoff.info,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.oncenter.com/products/on-screen-takeoff/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6222,False,0,4,3,8,15,False,auth_wording|multi_redirect_chain|iframe_present|final_domain_changed,False,False,False,0,2,www.oncenter.com,,32768,False,stage1_low_suspicion,0.0,0.45,False,0,False,False,0.0,0.0,0.0
1729,7a27ca0d43f0a781.com,https://7a27ca0d43f0a781.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canararobeco.com,0.0,,0.5972,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3871,False,0,False,False,0.0,0.0,0.0
1730,balgrup.online,https://balgrup.online,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.0,,0.5952,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3636,False,0,False,False,0.0,0.0,0.0
1731,mycompanyontv.com,https://mycompanyontv.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://mycompanyontv.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,incometaxindia.gov.in,0.0,,0.5842,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,mycompanyontv.com,,4585,False,stage1_low_suspicion,0.0,0.3704,False,0,False,False,0.0,0.0,0.0
1732,jp789-resmi.com,https://jp789-resmi.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://jp789-resmi.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.6162,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,jp789-resmi.com,,4577,False,stage1_low_suspicion,0.0,0.2857,False,0,False,False,0.0,0.0,0.0
1733,monolithcapital.ch,https://monolithcapital.ch,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),nic.gov.in,0.0,,0.7333,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
1734,asociacionretail.com,https://asociacionretail.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://asociacionretail.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canararobeco.com,0.0,,0.6597,False,0,0,0,0,0,False,,False,False,False,0,0,asociacionretail.com,,7291,False,stage1_low_suspicion,0.0,0.3871,False,0,False,False,0.0,0.0,0.0
1735,clusterelectronicocuu.com,https://clusterelectronicocuu.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1000),,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.0,,0.6365,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3936,False,0,False,False,0.0,0.0,0.0
1736,morshinin.com,https://morshinin.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -2] Name or service not known,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,0.6481,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5006,False,0,False,False,0.0,0.0,0.0
