input_position,input_url,normalized_url,source_workbook,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_entity,best_matching_domain,lexical_score,typo_similarity,generic_token_only_match,dns_status,dns_decision,fetch_status,fetch_error_type,fetch_error_detail,hash_shortlisted,review_only,reason,final_status
109,assamrrtv.online,https://assamrrtv.online,05-04-2026_input.csv,False,False,False,True,fallback_top_k,BSE Ltd.,bsestarmf.in,0.7222,0.4444,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
110,idea-bps.site,https://idea-bps.site,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6583,0.4615,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
111,aikidsgujarat.info,https://aikidsgujarat.info,05-04-2026_input.csv,False,False,False,True,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.7621,0.4444,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
112,firetechodisha.com,https://firetechodisha.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Kfintech,kfintech.com,0.6706,0.5755,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
113,sbrfilm.com,https://sbrfilm.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,State Bank of India (SBI),sbi.co.in,0.8476,0.6,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
114,jeviox.com,https://jeviox.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Jio,jio.com,0.85,0.6967,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
115,airwingsexpressint.com,https://airwingsexpressint.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.8172,0.7573,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
116,westrise-corebit.com,https://westrise-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Space Research Organisation (ISRO),vssc.gov.in,0.6458,0.3,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
117,aiandr.com,https://aiandr.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.7956,0.5062,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
118,calmostile.com,https://calmostile.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.86,0.63,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
119,airtel-black.net,https://airtel-black.net,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary,Airtel,airtel.in,0.9,0.6667,False,resolved,accepted,failed,navigation_transient_browser_error,Page.content: Unable to retrieve content because the page is navigating and changing the content.,False,False,,filtered_after_hash
120,fse-india.com,https://fse-india.com,05-04-2026_input.csv,True,True,True,False,jw_primary,BSE Ltd.,bseindia.com,0.8843,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
121,hdcan.com,https://hdcan.com,05-04-2026_input.csv,True,True,True,False,jw_primary,HDFC Bank,netbanking.hdfcbank.com,0.9,0.7992,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
122,vahanparivahan.org,https://vahanparivahan.org,05-04-2026_input.csv,False,False,False,True,fallback_top_k,parivahan sewa,parivahan.gov.in,0.7826,0.7826,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
123,indiacondos.com,https://indiacondos.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.8218,0.5,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
124,airtel-black.co,https://airtel-black.co,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary,Airtel,airtel.in,0.9,0.6667,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
125,jharkhandkhabar.org,https://jharkhandkhabar.org,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Bank of Baroda,onlinecasa.bankofbaroda.com,0.6083,0.4444,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
126,netplusweb.com,https://netplusweb.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Punjab National Bank (PNB),netpnb.com,0.8667,0.655,False,resolved,accepted,failed,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://netplusweb.com/ | Call log: - navigating to ""https://netplusweb.com/"", waiting until ""commit""",False,False,,filtered_after_hash
127,hfdbcy.com,https://hfdbcy.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,hdfc.com,0.825,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
128,icicitwowheelerinsurance.in,https://icicitwowheelerinsurance.in,05-04-2026_input.csv,False,False,False,True,fallback_top_k,ICICI Bank,iciciprulife.com,0.6833,0.4444,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
129,indigion.com,https://indigion.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,BSE Ltd.,bseindia.com,0.6667,0.53,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
130,icicibzak.shop,https://icicibzak.shop,05-04-2026_input.csv,True,True,True,False,jw_primary,ICICI Bank,icicilombard.com,0.8722,0.6667,False,resolved,accepted,failed,ssl_error,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://icicibzak.shop/ | Call log: - navigating to ""https://icicibzak.shop/"", waiting until ""domcontentloaded""",False,False,,filtered_after_hash
131,najito.com,https://najito.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.6967,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
132,aid-india.com,https://aid-india.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.7604,0.6133,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
133,jobassam.online,https://jobassam.online,05-04-2026_input.csv,False,False,False,True,fallback_top_k,BSE Ltd.,bsestarmf.in,0.6602,0.5882,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
134,prop-axis.com,https://prop-axis.com,05-04-2026_input.csv,True,True,False,False,brand_token_match,Axis Bank,axismf.com,0.5633,0.5633,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
135,greyford-corebit.com,https://greyford-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.5784,0.3157,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
136,canabra.com,https://canabra.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Canara Bank,canararobeco.com,0.8881,0.6616,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
137,commisioneuropen.online,https://commisioneuropen.online,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.6417,0.4615,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
138,axis969.com,https://axis969.com,05-04-2026_input.csv,True,True,False,False,fallback_top_k,Axis Bank,axismf.com,0.8476,0.6454,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
139,jinbosz.com,https://jinbosz.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.8476,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
140,canarastirma.com,https://canarastirma.com,05-04-2026_input.csv,True,True,False,False,fallback_top_k,Canara Bank,canarahsbclife.com,0.8476,0.6454,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
141,ajiraexpress.com,https://ajiraexpress.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Air India,airindiaexpress.com,0.895,0.8448,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
142,bomasonline.com,https://bomasonline.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.869,0.7919,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
143,icicibcak.icu,https://icicibcak.icu,05-04-2026_input.csv,True,True,True,False,jw_primary,ICICI Bank,icicilombard.com,0.8722,0.6667,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
144,jiangos.com,https://jiangos.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.6508,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
145,canaranya.cat,https://canaranya.cat,05-04-2026_input.csv,True,True,False,False,fallback_top_k,Canara Bank,canararobeco.com,0.8333,0.5714,False,resolved,accepted,fetched,,,True,False,network_corroboration,shortlisted
146,sptnkfintech.com,https://sptnkfintech.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Kfintech,kfintech.com,0.83,0.83,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
147,gujaratplus.com,https://gujaratplus.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Gujarat,gujarat.census.gov.in,0.72,0.72,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
148,onlinesbitips.info,https://onlinesbitips.info,05-04-2026_input.csv,True,True,True,False,jw_primary,State Bank of India (SBI),corp.onlinesbi.sbi,0.9385,0.8182,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
149,temiz-corebit.com,https://temiz-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.6325,0.375,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
150,gtg-eci.com,https://gtg-eci.com,05-04-2026_input.csv,True,True,False,False,brand_token_match,Election Commision of India (ECI),eci.gov.in,0.6,0.6,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
151,tamilnaduengineering.com,https://tamilnaduengineering.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6833,0.24,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
152,1coil.com,https://1coil.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.6889,0.5,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
153,idea-claw.com,https://idea-claw.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Oil Corporation Limited (IOCL),iocl.com,0.6944,0.4915,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
154,netrpg.com,https://netrpg.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.8444,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
155,axis.express,https://axis.express,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary,Axis Bank,axismf.com,0.9333,0.8,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
156,so-seminarorganisation.com,https://so-seminarorganisation.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Income Tax Department,incometaxindia.gov.in,0.6229,0.3889,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
157,asian-cats.com,https://asian-cats.com,05-04-2026_input.csv,True,True,False,False,brand_token_match,CATS,cats.census.gov.in,0.4889,0.381,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
158,oneairtel.in,https://oneairtel.in,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Airtel,airtel.in,0.83,0.83,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
159,ohfintech.com,https://ohfintech.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8843,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
160,aikidsgujarat.com,https://aikidsgujarat.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.7621,0.4444,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
161,jiongwan.com,https://jiongwan.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Jio,jio.com,0.8542,0.5755,False,resolved,accepted,failed,navigation_error,"Page.goto: net::ERR_CONNECTION_REFUSED at https://jiongwan.com/ | Call log: - navigating to ""https://jiongwan.com/"", waiting until ""domcontentloaded""",False,False,,filtered_after_hash
162,indiadialogs.com,https://indiadialogs.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.8267,0.5405,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
163,i1o.com,https://i1o.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,ICICI Bank,icicilombard.com,0.775,0.43,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
164,bommidiindustriestamilnadu.com,https://bommidiindustriestamilnadu.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Income Tax Department,incometaxindia.gov.in,0.634,0.4,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
165,sparrowverse.com,https://sparrowverse.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.6111,0.4467,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
166,haryana.us,https://haryana.us,05-04-2026_input.csv,True,True,False,False,brand_token_match,Haryana,haryana.census.gov.in,0.6667,0.6667,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
167,hrisilandia.com,https://hrisilandia.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.7119,0.4915,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
168,nrsc-hq.com,https://nrsc-hq.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,National Informatics Centre (NIC),nic.gov.in,0.6508,0.4,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
169,finteches.com,https://finteches.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8843,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
170,cats-dogs62z.store,https://cats-dogs62z.store,05-04-2026_input.csv,True,True,False,False,brand_token_match,CATS,cats.census.gov.in,0.5833,0.4348,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
171,ctorganisation.org,https://ctorganisation.org,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Coal India,coalindiatenders.nic.in,0.7418,0.5333,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
172,cannaaware.com,https://cannaaware.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.7994,0.6664,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
173,unnataodisha.org,https://unnataodisha.org,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6278,0.3529,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
174,canariasia.com,https://canariasia.com,05-04-2026_input.csv,True,True,False,False,fallback_top_k,Canara Bank,canarahsbclife.com,0.8493,0.6967,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
175,camsonet.com,https://camsonet.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.915,0.8078,False,resolved,accepted,timeout,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://camsonet.com/"", waiting until ""commit""",False,False,,filtered_after_hash
176,indialis.com,https://indialis.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,BSE Ltd.,bseindia.com,0.75,0.655,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
177,rebi.org,https://rebi.org,05-04-2026_input.csv,True,True,True,False,jw_primary|skeleton_similarity,Reserve Bank of India (RBI),rebit.org.in,0.96,0.8889,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
178,airtiz.net,https://airtiz.net,05-04-2026_input.csv,True,True,True,False,jw_primary,Airtel,airtel.in,0.8667,0.6667,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
179,hxdfc.com,https://hxdfc.com,05-04-2026_input.csv,True,True,True,False,jw_primary|skeleton_similarity,HDFC Bank,hdfc.com,0.94,0.9189,False,resolved,accepted,failed,navigation_error,"Page.goto: net::ERR_CONNECTION_REFUSED at https://hxdfc.com/ | Call log: - navigating to ""https://hxdfc.com/"", waiting until ""domcontentloaded""",False,False,,filtered_after_hash
180,maharashtra.us,https://maharashtra.us,05-04-2026_input.csv,True,True,False,False,brand_token_match,Maharashtra,maharashtra.census.gov.in,0.7586,0.7586,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
181,netornb.com,https://netornb.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Punjab National Bank (PNB),netpnb.com,0.8944,0.7992,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
182,antiindia.com,https://antiindia.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Punjab National Bank (PNB),pnbindia.in,0.75,0.7059,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
183,jailfo.com,https://jailfo.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k|generic_token_only,National Informatics Centre (NIC),kavach.mail.gov.in,0.75,0.6,True,,,,,,False,False,generic_token_only_lexical_rejected,filtered_lexical_miss
184,netbih.com,https://netbih.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.8444,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
185,axis-grandhiraki.com,https://axis-grandhiraki.com,05-04-2026_input.csv,True,True,False,False,brand_token_match,Axis Bank,axismaxlife.com,0.6402,0.4744,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
186,icicibzvk.shop,https://icicibzvk.shop,05-04-2026_input.csv,True,True,False,False,fallback_top_k,ICICI Bank,icicilombard.com,0.8333,0.5714,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
187,vahva-corebit.com,https://vahva-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.6596,0.35,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
188,icicibznk.shop,https://icicibznk.shop,05-04-2026_input.csv,False,False,False,True,fallback_top_k|generic_token_only,ICICI Bank,icici.bank.in,0.8421,0.8421,True,,,,,,False,False,generic_token_only_lexical_rejected,filtered_lexical_miss
189,canaancliffs.com,https://canaancliffs.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Canara Bank,canarahsbclife.com,0.8695,0.7223,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
190,airtelblack.ai,https://airtelblack.ai,05-04-2026_input.csv,True,True,True,False,jw_primary,Airtel,airtel.in,0.9091,0.7059,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
191,hduct.com,https://hduct.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,hdfc.com,0.8267,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
192,iocl.us,https://iocl.us,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,Indian Oil Corporation Limited (IOCL),iocl.com,1.0,1.0,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
193,jiao280.com,https://jiao280.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.8476,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
194,indiandot.com,https://indiandot.com,05-04-2026_input.csv,True,True,False,False,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.8418,0.4706,False,resolved,accepted,fetched,,,True,False,network_corroboration,shortlisted
195,whitesparrow.us,https://whitesparrow.us,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Sparrow,orgi-sparrow.gov.in,0.7778,0.6667,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
196,airialab.com,https://airialab.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Airtel,airtel.in,0.8056,0.5714,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
197,hzfcdp.com,https://hzfcdp.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,hdfc.com,0.775,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
198,idea-kaiyun.com,https://idea-kaiyun.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.7212,0.5,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
199,hdfcinfinia.com,https://hdfcinfinia.com,05-04-2026_input.csv,True,True,True,False,jw_primary,HDFC Bank,hdfc.com,0.8727,0.5633,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
200,gainfront-axis.com,https://gainfront-axis.com,05-04-2026_input.csv,True,True,False,False,brand_token_match,Axis Bank,axismf.com,0.5714,0.43,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
201,icicibank-in.homes,https://icicibank-in.homes,05-04-2026_input.csv,True,True,False,False,fallback_top_k,ICICI Bank,icicilombard.com,0.8333,0.5833,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
202,justrepairindia.com,https://justrepairindia.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,BSE Ltd.,bseindia.com,0.6387,0.6387,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
203,jmasonline.com,https://jmasonline.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.8963,0.83,False,resolved,accepted,failed,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://jmasonline.com/ | Call log: - navigating to ""https://jmasonline.com/"", waiting until ""commit""",False,False,,filtered_after_hash
204,sarahassam.com,https://sarahassam.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,parivahan sewa,parivahan.gov.in,0.6852,0.5263,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
205,vodafonecustomercare.com,https://vodafonecustomercare.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Coal India,coalindiatenders.nic.in,0.6549,0.3333,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
206,dfhch.com,https://dfhch.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,hdfc.com,0.7833,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
207,simbf.com,https://simbf.com,05-04-2026_input.csv,True,True,True,False,jw_primary,State Bank of India (SBI),sbimf.com,0.88,0.83,False,resolved,accepted,fetched_visual_missing,screenshot_error,Page.screenshot: Protocol error (Page.captureScreenshot): Unable to capture screenshot | Call log: - taking page screenshot | - disabled all CSS animations | - waiting for fonts to load...,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
208,cwsdonline.com,https://cwsdonline.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.88,0.83,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
209,aurea-corebit.com,https://aurea-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.6774,0.43,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
210,heliyatra-irctc.org,https://heliyatra-irctc.org,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Airtel,airtel.in,0.6333,0.381,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
211,pradeshsanchar.com,https://pradeshsanchar.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,parivahan sewa,parivahan.gov.in,0.6164,0.5217,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
212,vishnutemplesofkarnataka.info,https://vishnutemplesofkarnataka.info,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.625,0.2143,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
213,cats-blog.net,https://cats-blog.net,05-04-2026_input.csv,True,True,False,False,brand_token_match,CATS,cats.census.gov.in,0.5185,0.4,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
214,jjyibo.com,https://jjyibo.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.6967,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
215,hdanc.com,https://hdanc.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,netbanking.hdfcbank.com,0.8467,0.6454,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
216,firebit.us,https://firebit.us,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Reserve Bank of India (RBI),rebit.org.in,0.8333,0.8333,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
217,sbrfilms.com,https://sbrfilms.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,State Bank of India (SBI),sbimf.com,0.8467,0.6454,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
218,nigami.za.com,https://nigami.za.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k|generic_token_only,Airtel,airtelpayments.bank.in,0.5833,0.3571,True,,,,,,False,False,generic_token_only_lexical_rejected,filtered_lexical_miss
219,art-axis.art,https://art-axis.art,05-04-2026_input.csv,True,True,False,False,brand_token_match,Axis Bank,axismf.com,0.5714,0.5714,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
220,homeloanalysis.com,https://homeloanalysis.com,05-04-2026_input.csv,True,True,True,False,jw_primary,State Bank of India (SBI),homeloans.sbi,0.9286,0.7826,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
