Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,best_score,domain_component,clip_component,hash_component,typo_similarity,typo_min_score_used,typo_decision_reason,clip_similarity,typo_anchor,hash_anchor,clip_anchor,signal_hit_screenshot,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt,review_reason
State Bank of India (SBI),homeloans.sbi,https://homenews.blog,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.7059,0.7059,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5,0.0,0.0,0.7059,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloud-9-crew.online,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.5882,0.5882,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5,0.0,0.0,0.5882,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),nic.gov.in,https://nicongom.blog,0.0,Low,0.0,weak_evidence,0.8542,0.8542,0.5455,0.5455,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.625,0.0,0.0,0.5455,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://makielse.cc,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://maxbilbow.com,0.0,Low,0.0,weak_evidence,0.8519,0.8519,0.6154,0.6154,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.5556,0.0,0.0,0.6154,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbilife.co.in,https://sili.space,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.7273,0.7273,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.1429,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailingbuds.com,0.0,Low,0.0,weak_evidence,0.8727,0.8727,0.5333,0.5333,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.1818,0.0,0.0,0.5333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudsmart1t.com,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.5882,0.5882,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5,0.0,0.0,0.5882,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axis.bank.in,https://axishkg.com,0.0,Low,0.0,weak_evidence,0.9143,0.9143,0.7273,0.7273,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.4286,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudy96th.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudaether.com,0.0,Low,0.0,weak_evidence,0.8909,0.8909,0.625,0.625,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.7273,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myvirtualmoh.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.5,0.5,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.5,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://macnica-cloud.net,0.0,Low,0.0,weak_evidence,0.7385,0.7385,0.5455,0.5455,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,22.1538,0.0,0.0,0.5455,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://verizon-voice-mail.com,0.0,Low,0.0,weak_evidence,0.4352,0.4352,0.3636,0.4138,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,13.0556,0.0,0.0,0.4138,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudcarevoip.com,0.0,Low,0.0,weak_evidence,0.8769,0.8769,0.5556,0.5556,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.3077,0.0,0.0,0.5556,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
parivahan sewa,parivahan.gov.in,https://parixitsanghani.com,0.0,Low,0.0,weak_evidence,0.8594,0.8594,0.6667,0.6667,True,False,jw_primary,lexical,True,parivahan sewa,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.7833,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtel.in,https://airtell.ai,0.0,Low,0.0,weak_evidence,0.9714,0.9714,0.9231,0.9231,True,False,jw_primary|token_set_primary|skeleton_similarity|host_similarity,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,29.1429,0.0,0.0,0.9231,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
All India Institute of Medical Sciences (AIIMS),aiims.edu,https://aiime4up.site,0.0,Low,0.0,weak_evidence,0.86,0.86,0.6154,0.6154,True,False,jw_primary,lexical,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.8,0.0,0.0,0.6154,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailai.live,0.0,Low,0.0,weak_evidence,0.9333,0.9333,0.8,0.8,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,28.0,0.0,0.0,0.8,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homebuildersofnc.com,0.0,Low,0.0,weak_evidence,0.8528,0.8528,0.56,0.56,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.5833,0.0,0.0,0.56,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://maik.ing,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.75,0.75,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://clouduniversal.com,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://mydavid.cloud,0.0,Low,0.0,weak_evidence,0.8857,0.8857,0.7273,0.7273,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5714,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
IndusInd Bank,indusind.bank.in,https://indusnov.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.75,0.75,True,False,jw_primary,lexical,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.0,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
ICICI Bank,icici.bank.in,https://icii.in,0.0,Low,0.0,weak_evidence,0.9533,0.9533,0.8889,0.8889,True,False,jw_primary|skeleton_similarity,lexical,True,ICICI Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,28.6,0.0,0.0,0.8889,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://mycarvin.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudmta.pl,0.0,Low,0.0,weak_evidence,0.925,0.925,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.75,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mabi.link,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.75,0.75,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudsoftit.com,0.0,Low,0.0,weak_evidence,0.8909,0.8909,0.625,0.625,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.7273,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,https://suidefai.fun,0.0,Low,0.0,weak_evidence,0.875,0.875,0.7692,0.7692,True,False,jw_primary,lexical,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.25,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myvisionlaunch.com,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.4444,0.4444,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.7143,0.0,0.0,0.4444,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Canara Bank,canarahsbclife.com,https://charliscafe.store,0.0,Low,0.0,weak_evidence,0.8539,0.8539,0.56,0.56,True,False,jw_primary,lexical,True,Canara Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.6169,0.0,0.0,0.56,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Punjab National Bank (PNB),netpnb.com,https://net.weber,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.6667,0.6667,True,False,jw_primary,lexical,True,Punjab National Bank (PNB),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homovalens.org,0.0,Low,0.0,weak_evidence,0.9248,0.9248,0.7368,0.7368,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.7444,0.0,0.0,0.7368,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://magicola.xyz,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
All India Institute of Medical Sciences (AIIMS),aiims.edu,https://ai-isms.online,0.0,Low,0.0,weak_evidence,0.8705,0.8705,0.8333,0.8333,True,False,jw_primary,lexical,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.1143,0.0,0.0,0.8333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtel.in,https://ratel.world,0.0,Low,0.0,weak_evidence,0.8778,0.8778,0.7273,0.7273,True,False,jw_primary,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.3333,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myve.ai,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.75,0.75,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Jio,jio.com,https://jioskec.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6,0.63,True,False,jw_primary,lexical,True,Jio,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.63,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
All India Institute of Medical Sciences (AIIMS),aiims.edu,https://aimcps.com,0.0,Low,0.0,weak_evidence,0.8578,0.8578,0.7273,0.7273,True,False,jw_primary,lexical,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.7333,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudbenchmark.ai,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),nic.gov.in,https://nicas.org,0.0,Low,0.0,weak_evidence,0.9067,0.9067,0.75,0.75,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.2,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudspore.org,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://casibomonline.casino,0.0,Low,0.0,weak_evidence,0.8851,0.8851,0.7826,0.7826,True,False,jw_primary,lexical,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.5538,0.0,0.0,0.7826,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudislandboy.com,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Canara Bank,canarabank.bank.in,https://canariasbarato.com,0.0,Low,0.0,weak_evidence,0.8743,0.8743,0.6667,0.6667,True,False,jw_primary,lexical,True,Canara Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.2286,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homemortgages.us,0.0,Low,0.0,weak_evidence,0.8632,0.8632,0.6364,0.6364,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.8974,0.0,0.0,0.6364,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Reserve Bank of India (RBI),rbi.org.in,https://r82inl.vip,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,False,,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Indian Space Research Organisation (ISRO),vssc.gov.in,https://vsc.money,0.0,Low,0.0,weak_evidence,0.9333,0.9333,0.8571,0.8571,True,False,jw_primary,lexical,True,Indian Space Research Organisation (ISRO),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,28.0,0.0,0.0,0.8571,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axismf.com,https://axisofenglish.com,0.0,Low,0.0,weak_evidence,0.8615,0.8615,0.4706,0.4706,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.8462,0.0,0.0,0.4706,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloud-db.net,0.0,Low,0.0,weak_evidence,0.925,0.925,0.7692,0.7692,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.75,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),nic.gov.in,https://nizci.com,0.0,Low,0.0,weak_evidence,0.8933,0.8933,0.75,0.75,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.8,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Income Tax Department,incometaxindia.gov.in,https://incomelingo.com,0.0,Low,0.0,weak_evidence,0.8597,0.8597,0.64,0.64,True,False,jw_primary,lexical,True,Income Tax Department,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.7922,0.0,0.0,0.64,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),accounts.mgovcloud.in,https://vmware-cloud-607484415.click,0.0,Low,0.0,weak_evidence,0.7424,0.7424,0.3704,0.3704,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,22.2727,0.0,0.0,0.3704,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://houmalens.org,0.0,Low,0.0,weak_evidence,0.9074,0.9074,0.6667,0.6667,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.2222,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailsurparse.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.5,0.5,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.5,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailetta.store,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbi.co.in,https://sbibi.net,0.0,Low,0.0,weak_evidence,0.9067,0.9067,0.75,0.75,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.2,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailbreach.com,0.0,Low,0.0,weak_evidence,0.88,0.88,0.5714,0.5714,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.4,0.0,0.0,0.5714,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudplanet.cat,0.0,Low,0.0,weak_evidence,0.8909,0.8909,0.625,0.625,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.7273,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axismf.com,https://axsms.com,0.0,Low,0.0,weak_evidence,0.8578,0.8578,0.7273,0.7573,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.7333,0.0,0.0,0.7573,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloud-adtrackhub.click,0.0,Low,0.0,weak_evidence,0.8625,0.8625,0.4762,0.4762,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.875,0.0,0.0,0.4762,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudnineglow.com,0.0,Low,0.0,weak_evidence,0.8769,0.8769,0.5556,0.5556,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.3077,0.0,0.0,0.5556,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Health Authority (NHA),nha.gov.in,https://nhomag.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,National Health Authority (NHA),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,https://portal-inter-room.com,0.0,Low,0.0,weak_evidence,0.5,0.3725,0.0952,0.5,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,15.0,0.0,0.0,0.5,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://clamoutdoor.net,0.0,Low,0.0,weak_evidence,0.8545,0.8545,0.625,0.625,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.6364,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
